Date,VolTermStructPC1,VolTermStructPC2,MichgnConcIndx,RandPPP_Factor_Inst_TS_ST,BCMPEBLS.Index,PPP.ZA.Index_QS,GLD_FracDiff,GLD_StructBreak,GLD_LempZiev,GLD_RollSD,GLD_RollSkew,GLD_RollKurt,GenComIndexPC1_QS,GlobalEquityTS,GlobalBondVol6,GlobalPropertyVol12,USDZAR_EntDyn,GlobalEquity_EntDyn,SA_NB_Slope,SA_RB_Curvature,US_RB_Curvature,SA_CDS_Slope,USDZARV1M.Curncy_QS,USDZARV1Y.Curncy_QS,EURUSDV6M.Curncy_QS,ZAR18M.Curncy_QS,MXWD.Index.PE.Ratio_QS,TOP40.Index.Price.to.Ebitda_Diff,JALSH.Index.Price.to.Sales.Ratio_Diff,TOP40.Index.Price.to.Book.Ratio_Diff,JALSH_Fundamental_PC1,MXWD_Fundamental_PC1,zrel_momentum_vs_value_12,relvol_momentum_vs_value_12,corr_momentum_value_12,volratio_momentum_value_12,mom1m_momentum_vs_value,mom3m_momentum_vs_value,zrel_momentum_vs_quality_12,relvol_momentum_vs_quality_12,corr_momentum_quality_12,volratio_momentum_quality_12,mom1m_momentum_vs_quality,mom3m_momentum_vs_quality,zrel_value_vs_quality_12,relvol_value_vs_quality_12,corr_value_quality_12,volratio_value_quality_12,mom1m_value_vs_quality,mom3m_value_vs_quality
2011-03-21,-0.2056486992186017,-0.43396847912473835,-0.36582506643045487,-1.3297391832999157,0.638884638634904,0.33639596319623694,0.9196607909203866,-0.7551938134981212,0.10485506034507565,-0.011215288061370515,-0.68809841828168,-0.5101669395376421,-0.4974023227762129,1.0666900053732353,0.6821612809007096,-0.5069171326007328,-0.9216438548022772,-1.0682041255914547,-0.7475756580478372,-0.4342852410530123,0.8244475340264205,-0.8919722262943842,-0.7697481302043532,-1.1362245950340044,-1.0003313122662005,-1.3403395417565258,-0.19755713654250734,-0.04848354411318711,-0.1373195289339768,0.2931268397497136,-1.9698849674490075,0.7330796598389326,0.5539052704981031,-0.5505679604353234,0.14095752107726667,1.2449841872628915,0.6733933515433925,-0.04348807163905731,-1.5587406369863352,-0.20197010453569184,-0.5687063353061907,-1.3298638575157162,-0.1341520811027761,-0.08010490082959607,-1.8476528425569385,-0.3520400511461651,-0.6951530736702923,-1.7472934796928166,-0.4434905421717945,-0.04735525275568071
2011-03-28,-0.07800932178181301,-0.29106048305153415,-0.11226189524441693,-1.3312811685501114,0.638884638634904,0.33639596319623694,0.31543651158291086,-0.690982381955041,0.5516915331000154,-0.25754910820557503,-0.899463666068855,-0.34428759747905946,-0.3626045521055299,1.1524754906401695,0.7625055255954125,-0.5061499468391518,-0.9216438548022772,-1.5806552656247417,-0.8865914736625908,-0.40056735669721716,0.6500116379278321,-0.9187493442803907,-0.6771950416811411,-1.1031050616404308,-0.880594441389048,-1.55780487545685,-0.8897190618827278,-0.04581129718442829,-0.2064529154071898,0.14880402828548345,-1.9850932818249796,0.9290051329018425,0.6094890056287566,-0.548657403775197,0.24906199935068546,1.4364582525972545,0.2822504958476377,0.13915513507099941,0.21651458797184606,-0.20198938956700738,-0.41844311394084394,-1.2246989105262318,-1.0567027142917222,0.09076098305089463,0.05305430872970867,-0.3521419361657281,-0.6620343681812453,-1.722357055933936,-1.1534897809518443,-0.008560004173007202
2011-04-04,0.13155599870211818,-0.23808373718895431,-0.11226189524441693,-1.344094984664988,0.638884638634904,0.33639596319623694,0.40811733626449664,-0.3521497632201387,0.998528005854955,-0.23084543584507675,-0.736541385622427,-0.48966601504034646,-0.2446565027686821,1.18516266994995,0.7607791279141441,-0.5412476686499453,-0.9216438548022772,-0.555752985558168,-1.0327207335592667,-0.4399982977383641,0.6592169010646604,-0.9633250210120132,-0.9548543072507774,-1.069985528246857,-1.150002400862641,-1.6199378279426568,-0.8743376857640562,-0.11049587033854115,-0.2230606662590937,0.05896628269233728,-2.0014509710477655,0.9128664669994151,-2.236825923319175,-0.2927060493409358,0.4288973642345861,2.3730549021745118,-0.3528371050394741,-0.1856056113149619,-1.0267905978611591,-0.17310242069489107,0.20713846312874235,-0.36973307676134054,-1.5686965572127853,-0.6639310875098108,-0.30036635746306595,-0.44955386126159147,-0.015000493074818409,-1.4166109522089798,-1.3527630365596637,-0.5135111165818779
2011-04-11,0.20334271745234495,-0.30105682656907307,-0.11226189524441693,-1.3440354532656111,0.638884638634904,0.33639596319623694,-0.2506113857979851,-0.28116892403675725,0.998528005854955,-0.22369897539573091,-0.7864866007742949,-0.5038431387920939,-0.025610125428822104,0.9900841176322456,0.7781460506666675,-0.5247581393176242,-0.9216438548022772,-1.324429695608097,-0.9451060478407352,-0.4507952967837964,0.7079752664300983,-0.8158797739947585,-1.1091094547894642,-1.0368659948532832,-0.7608575705118953,-1.7442037329142703,-0.8743376857640562,-0.14146363279971344,-0.12531611285044286,0.17742183132548983,-2.005020274993769,0.887935011136825,-0.9553215584248345,-0.24803432169372963,0.43986810875416354,2.767982776436305,-0.7722433280559856,-0.3500918967242106,-0.7840450352196784,-0.21833934736720567,0.3103043875047502,-0.27132216830331746,-1.596770020158566,-1.3657866889400903,-0.5307376756115713,-0.5413932424819923,0.2396966448838977,-1.460146711640977,-1.1845052130659168,-1.0783115437466284
2011-04-18,0.12818863355913712,-0.2230390196545628,-0.11226189524441693,-1.338252591518481,0.638884638634904,0.33639596319623694,-0.6640749691828516,0.0494000089557344,0.998528005854955,-0.5555557833493301,-0.4766566702445786,-0.4365771343767169,0.1934362519110377,0.7773336275391911,0.7967141367135262,-0.5247708841111687,-0.9216438548022772,-1.0682041255914547,-0.9659608055762663,-0.5277330050625135,0.9748613629618369,-0.8048780334755058,-0.21442959906508074,-0.37447532698180747,-0.8506602236697598,-1.4956719229710431,-0.705142548458669,-0.06589099846030282,-0.036644709300841107,0.311594943140898,-1.9886102088499467,0.7785585302966924,0.8135985669653946,-0.20818524720986467,0.5752315182223721,2.467040313806967,-0.6798098329184583,-0.1817072232495111,0.846701851998256,-0.15852989138227294,0.5015719986006996,0.27996465825643635,-0.6490327664806709,-0.9417337841968018,0.6572308936050036,-0.5192497589419456,0.3940598006393295,-1.0571464121749634,-0.31097279900450164,-0.7848291378570624
2011-04-25,0.023349415234619954,-0.2740131587861345,-0.11226189524441693,-1.3416418987725338,0.638884638634904,0.33639596319623694,-0.5324793434799152,0.35519961029248853,-0.1185631760323932,-0.659553460878301,-0.4772359691503535,-0.1303515239644504,0.24398541591254388,0.7314972166650271,0.5365454904617032,-0.5410783767204106,-0.9216438548022772,-1.836880835641384,-0.896390272076193,-0.5822826032021913,0.9230395038119387,-0.907613806720706,-0.6463440121734038,-0.738790194311119,-0.6411206996347427,-1.5267383992139465,-0.5820915395092965,0.022607187685288313,-0.0017715552026722444,0.32175221038036306,-1.966458870433088,0.7118859879679394,-0.14883750883868416,-0.2882010285094961,0.6460498084677465,1.7808746392250905,-0.894101190904869,0.04461934948742901,1.6674881840856108,0.15340909225276075,-0.10248999428506268,0.343844002546945,0.09124619864566991,-0.2610844663352441,1.9978222890310577,-0.20152324898250062,-0.35217125638749913,-0.7750058122564942,0.5048261151854594,-0.2833387772392335
2011-05-02,-0.12907391940472654,-0.37938452270114975,-0.8806351412627144,-1.355224275775976,0.2994142648757873,0.33639596319623694,-1.0503416380279036,-0.26540339604917623,-0.1185631760323932,-0.6606438792396334,-0.17355938958510755,-0.13211983639768943,-0.025610125428822104,0.8080978298520357,0.4679903066598422,-0.543819661138575,-0.9216438548022772,-1.5806552656247417,-0.8557766513320312,-0.6419050657109536,0.8589341058882066,-0.9206047600168272,-0.9857053367585148,-0.4738339271625288,-1.2398050540205057,-1.837403161642981,-0.5974729156279681,0.05880821677958138,0.10087338349434935,0.4906065090246728,-1.9567370381276425,0.6931409187820796,0.5759806132690085,-0.29343564108462383,0.6533119859798124,1.7696371086322,0.08781894648711522,0.029591997468673574,0.48678098153377747,0.16066726112302918,-0.11374004852919466,0.3522741501742093,0.8953672135783844,-0.22601322480800015,0.36307410661203504,-0.19574142812866924,-0.36091414658565146,-0.7650000150009654,0.8250330206889865,-0.23902518022047367
2011-05-09,-0.10172588087087478,-0.5973460940417572,-0.8806351412627144,-1.3664760899111632,0.2994142648757873,0.33639596319623694,-0.17686140577380288,-0.04377829247145547,0.5516915331000154,-0.5943478513765874,0.08689631280646593,-0.36099833838217993,-0.059309568096492904,0.8137996175838222,0.362626569692162,-0.5371007838161529,-0.9216438548022772,-1.0682041255914547,-0.8548533364445384,-0.5746651323442029,0.8798778973452748,-0.9249103201797381,-1.1091094547894642,-0.440714393768955,-1.0601997477047767,-1.837403161642981,-0.3821336499665661,0.16842435419214588,0.13710783485427394,0.6064995738200403,-1.941966301872938,0.608473107532785,-0.9092986552657824,-0.2555014212722194,0.6733413623813638,1.9454158818628071,0.14589078875119504,-0.10664401228864723,-0.6358865569698429,0.20132676400725974,-0.24906893271703553,0.530492849526722,0.987736963816937,-0.4542977377039144,-0.43411491609540653,-0.18105672185765811,-0.6062904238498793,-0.7189824826082403,0.8873111960641422,-0.36546328318356586
2011-05-16,-0.08082168505763156,-0.5958180141706901,-0.8806351412627144,-1.3750946060609015,0.2994142648757873,0.33639596319623694,-0.40183256267966255,0.02165735807685999,0.3282732967225465,-0.5980945839259034,0.09257721249073717,-0.35345683924297916,0.10918764524186109,0.6665899772172353,0.4272392486885418,-0.5608323409580761,-0.9216438548022772,-1.324429695608097,-0.8694443453462926,-0.6243780055360094,1.0149594756993188,-0.7551007897962767,-0.92400327774304,-0.37447532698180747,-0.6111864819154547,-1.4956719229710431,-0.2283198887798505,0.24276275813729925,0.009057834508385201,0.34545094872659227,-1.9476469303061377,0.5545058237028773,0.4978975377694091,-0.24153432270905678,0.6697491819089652,2.068304915654232,0.06328253159352334,0.03527083261329478,-0.07462655113045875,0.1337233131320915,-0.03453592221948795,0.46043248702468004,0.6478877535169252,-0.1102561543601668,-0.28218912785174555,-0.23954695209005325,-0.385127754892564,-0.8105080247027548,0.5971165869872644,-0.13102537821043816
2011-05-23,-0.21717874728006323,-0.5778937170825271,-0.8806351412627144,-1.382904637633827,0.2994142648757873,0.33639596319623694,0.1296308348986126,-0.1505939290613066,-0.1185631760323932,-0.8744741836324155,-0.28301126532774395,-0.2774267184985906,0.31138430124788546,0.6579193756870557,0.5093114826838679,-0.5517409102293959,-0.9216438548022772,-1.5806552656247417,-0.8051396937556111,-0.5567491834649375,1.2486182418757792,-0.7473746603153445,-0.8623012187275652,-0.37447532698180747,-0.49144961103830204,-1.8063366854000773,-0.2283198887798505,0.14252141120994946,0.10170426788480047,0.545184687646977,-1.9413008377614027,0.5379064198157177,0.039704526358504126,-0.4016344796098928,0.7206854448952352,1.6610784493491861,0.06841322452117034,-0.289590578401215,1.2395008101128766,-0.1563263698536458,0.45812883615657063,0.8239074765274735,0.3111020712844674,-0.5174249194925952,1.339781594750073,-0.33976320266229276,-0.3754122568371628,-0.4049367740166455,0.26900569403985247,-0.29987127031544536
