Date,actual,prediction,probability
2021-01-11,1.0,1,0.6097255883083011
2021-01-18,1.0,1,0.6673869236806502
2021-01-25,1.0,1,0.7170903375429661
2021-02-01,1.0,1,0.7289176428766739
2021-02-08,1.0,1,0.7344100933470028
2021-02-15,1.0,1,0.7185790323065951
2021-02-22,1.0,1,0.6681111146423696
2021-03-01,0.0,1,0.641033258135993
2021-03-08,0.0,1,0.6053398365568833
2021-03-15,0.0,1,0.6398504643629952
2021-03-22,0.0,1,0.6279634530259333
2021-03-29,0.0,1,0.5651706346011394
2021-04-05,0.0,1,0.5756881887647285
2021-04-12,0.0,1,0.5442648411887296
2021-04-19,1.0,1,0.5192861221587393
2021-04-26,1.0,1,0.5858651242881907
2021-05-03,0.0,1,0.572772938491152
2021-05-10,0.0,1,0.5174661108541947
2021-05-17,0.0,1,0.6412887224840867
2021-05-24,0.0,1,0.554282787335307
2021-05-31,0.0,1,0.540495335591908
2021-06-07,0.0,1,0.543385721416411
2021-06-14,0.0,1,0.5478569435111516
2021-06-21,1.0,0,0.46422501197704213
2021-06-28,1.0,1,0.5220401481302043
2021-07-05,1.0,1,0.5196715182323506
2021-07-12,1.0,1,0.5804411723102962
2021-07-19,1.0,1,0.5838347203724346
2021-07-26,1.0,1,0.5500048642937959
2021-08-02,0.0,1,0.5586701908871889
2021-08-09,0.0,1,0.598787434003209
2021-08-16,0.0,1,0.5107405904047747
2021-08-23,0.0,0,0.4818405255612836
2021-08-30,0.0,0,0.40402608044172816
2021-09-06,0.0,0,0.4855141481563983
2021-09-13,0.0,0,0.49671012262497755
2021-09-20,0.0,0,0.4775318151838674
2021-09-27,0.0,0,0.49306771809576827
2021-10-04,0.0,0,0.47770719811711804
2021-10-11,0.0,0,0.42455134406342104
2021-10-18,0.0,0,0.4077238510644113
2021-10-25,0.0,0,0.4345732802083122
2021-11-01,0.0,0,0.3891702413029477
2021-11-08,0.0,0,0.40108625488961674
2021-11-15,1.0,0,0.33852767817633556
2021-11-22,1.0,0,0.3788517583578859
2021-11-29,1.0,0,0.37291522277722955
2021-12-06,1.0,0,0.41734265218164635
2021-12-13,1.0,0,0.43153522067427846
2021-12-20,1.0,1,0.5093496036792368
2021-12-27,1.0,0,0.471869324892161
2022-01-03,1.0,1,0.5452651563814227
2022-01-10,1.0,0,0.4908009225669878
2022-01-17,1.0,1,0.527949200881546
2022-01-24,1.0,1,0.5087489148252592
2022-01-31,1.0,0,0.4929109035917768
2022-02-07,1.0,0,0.46610751152298857
2022-02-14,1.0,0,0.4741210738816792
2022-02-21,1.0,1,0.5527850813043143
2022-02-28,1.0,1,0.5278035416814097
2022-03-07,1.0,1,0.5449007038413498
2022-03-14,0.0,1,0.5194874943554875
2022-03-21,0.0,1,0.5359394470165102
2022-03-28,0.0,0,0.4135873420979342
2022-04-04,0.0,0,0.4506985153577189
2022-04-11,0.0,0,0.37944621295764963
2022-04-18,0.0,0,0.4635251343613864
2022-04-25,0.0,0,0.31898032919045305
2022-05-02,0.0,0,0.4078978292696256
2022-05-09,0.0,0,0.3987804095477961
2022-05-16,0.0,0,0.42511105377225294
2022-05-23,0.0,0,0.3915586833676346
2022-05-30,0.0,0,0.4683568437630928
2022-06-06,0.0,0,0.4074077510722182
2022-06-13,1.0,0,0.433092891365418
2022-06-20,1.0,0,0.4086977579508136
2022-06-27,1.0,0,0.4518971476242337
2022-07-04,1.0,0,0.38509837555884285
2022-07-11,1.0,0,0.47582929274100383
2022-07-18,1.0,0,0.46446367208764916
2022-07-25,1.0,0,0.4969162661902548
2022-08-01,0.0,1,0.5262928708178969
2022-08-08,0.0,1,0.5766019978654845
2022-08-15,0.0,0,0.4887782855090424
2022-08-22,0.0,0,0.41326137254099393
2022-08-29,0.0,0,0.4445126288323277
2022-09-05,0.0,0,0.3811886626491925
2022-09-12,0.0,0,0.3829123596188139
2022-09-19,0.0,0,0.3907844233602039
2022-09-26,1.0,0,0.4490096451781891
2022-10-03,1.0,0,0.37082958281667255
2022-10-10,1.0,0,0.4959205336592276
2022-10-17,1.0,1,0.5031879660767332
2022-10-24,1.0,0,0.4403276215267005
2022-10-31,1.0,0,0.3943918384671791
2022-11-07,0.0,0,0.43218955035251794
2022-11-14,0.0,0,0.34845802324305125
2022-11-21,0.0,0,0.4136594292248566
2022-11-28,1.0,0,0.37342184478224577
2022-12-05,1.0,0,0.3876049570789052
2022-12-12,1.0,0,0.46677063563451543
2022-12-19,1.0,0,0.3952985434268706
2022-12-26,1.0,0,0.4648280688160977
2023-01-02,1.0,1,0.5045479217811234
2023-01-09,1.0,0,0.48977351066278624
2023-01-16,1.0,0,0.4579805837482595
2023-01-23,0.0,1,0.532821969158167
2023-01-30,0.0,0,0.3768163641718958
2023-02-06,0.0,0,0.39264032346302624
2023-02-13,0.0,0,0.35842371200029005
2023-02-20,0.0,0,0.33448507139216754
2023-02-27,0.0,0,0.24497189991247637
2023-03-06,1.0,0,0.28169129334914217
2023-03-13,1.0,0,0.36170666674983654
2023-03-20,1.0,0,0.4822708793227233
2023-03-27,1.0,1,0.501192702723923
2023-04-03,0.0,1,0.5488891289077767
2023-04-10,0.0,1,0.5288452268685166
2023-04-17,0.0,0,0.4556603689278208
2023-04-24,0.0,0,0.40867877313062656
2023-05-01,0.0,0,0.3784761729972621
2023-05-08,0.0,0,0.35935099674382415
2023-05-15,0.0,0,0.3862141353946125
2023-05-22,0.0,0,0.36073454289471335
2023-05-29,1.0,0,0.4667149131985492
2023-06-05,1.0,0,0.4734645075888689
2023-06-12,1.0,0,0.2965641687766062
2023-06-19,1.0,0,0.47686361282437856
2023-06-26,1.0,0,0.396609266070475
2023-07-03,1.0,0,0.3719780678204715
2023-07-10,1.0,0,0.33370763592564145
2023-07-17,1.0,0,0.4785395887928622
2023-07-24,1.0,0,0.3233027430559356
2023-07-31,1.0,0,0.47624648329746894
2023-08-07,0.0,0,0.4404582489687555
2023-08-14,0.0,1,0.5012535762772776
2023-08-21,0.0,0,0.45169518326067387
2023-08-28,0.0,0,0.49013752062877397
2023-09-04,0.0,0,0.4430436704856805
2023-09-11,0.0,1,0.5329594294554129
2023-09-18,0.0,0,0.43646510094296614
2023-09-25,0.0,0,0.4622077062975216
2023-10-02,1.0,0,0.4749607886647067
2023-10-09,1.0,0,0.42990934568479344
2023-10-16,1.0,1,0.5175211652012388
2023-10-23,1.0,1,0.5196585309420622
2023-10-30,1.0,0,0.4335257371212789
2023-11-06,1.0,0,0.4476570670108449
2023-11-13,1.0,1,0.5228733517277621
2023-11-20,1.0,0,0.4330592634221018
2023-11-27,1.0,0,0.431203121766872
2023-12-04,1.0,1,0.5829364025761532
2023-12-11,1.0,0,0.4702749309973448
2023-12-18,1.0,1,0.5897253101863762
2023-12-25,1.0,1,0.5621848032672156
2024-01-01,1.0,1,0.5991112277274623
