Date,Momentum_excess_momentum,Momentum_excess_volatility,Momentum_excess_kurtosis,Momentum_excess_skewness,Value_excess_momentum,Value_excess_volatility,Value_excess_kurtosis,Value_excess_skewness,Quality_excess_momentum,Quality_excess_volatility,Quality_excess_kurtosis,Quality_excess_skewness,Momentum_relative_volatility,Momentum_relative_kurtosis,Momentum_relative_skewness,Value_relative_volatility,Value_relative_kurtosis,Value_relative_skewness,Quality_relative_volatility,Quality_relative_kurtosis,Quality_relative_skewness,Momentum_momentum_1M,Momentum_momentum_3M,Momentum_momentum_6M,Momentum_momentum_12M,Momentum_momentum_24M,Value_momentum_1M,Value_momentum_3M,Value_momentum_6M,Value_momentum_12M,Value_momentum_24M,Quality_momentum_1M,Quality_momentum_3M,Quality_momentum_6M,Quality_momentum_12M,Quality_momentum_24M
2023-05-01,-0.17,0.084241716,-1.28380121,0.155220612,-0.26,0.095638207,-1.602814304,0.333492162,-0.21,0.08871302,-1.542863786,0.173219826,0.805768082,1.122832084,0.788042507,0.986285065,0.988161684,1.179092289,0.830737539,0.848751517,0.725318968,0.04,-0.05,-0.04,-0.05,,0.04,-0.09,-0.13,-0.07,0.17,0.03,-0.07,-0.08,-0.04,0.1
2023-06-01,0.06,0.075099933,-1.825260299,-0.055863188,-0.03,0.095236548,-1.691999869,-0.24044626,0.05,0.090645831,-1.520375891,-0.11635488,0.904074996,1.814241157,-0.529543083,1.201217039,2.068087771,-0.137965469,1.095167189,1.629045728,-0.390460013,-0.04,0.03,0.03,0.08,,-0.08,-0.01,-0.06,0.07,0.21,-0.07,0.02,0.02,0.08,0.17
2023-07-01,-0.02,0.066833126,-1.412305636,0.334338701,-0.1,0.086641022,-1.490417044,-0.079349332,-0.02,0.083825215,-1.137137281,0.176887788,0.839763248,1.239601305,6.409323393,1.170445298,1.400469065,1.352018138,1.067112142,1.103158279,3.826385134,0.03,0.03,0.02,0.09,,0.03,-6.94E-18,-0.06,0.09,0.24,0.06,0.04,0.02,0.11,0.21
2023-08-01,-0.01,0.064935866,-1.392445437,0.371621203,-0.05,0.076528862,-1.342196382,-0.009504743,-0.02,0.083825215,-1.137137281,0.176887788,1.006852748,1.33293083,0.34449701,1.308878552,1.18385216,0.580793193,1.3422264,1.267155852,0.175035284,0.04,0.05,-3.82E-17,0.08,,0.05,0.05,-0.04,0.08,0.17,0.05,0.06,-0.01,0.07,0.11
2023-09-01,0.05,0.064316924,-1.439156772,-0.088568171,0.03,0.078930349,-1.318123614,-0.477175371,0.02,0.08477421,-1.23229646,-0.074638642,0.776432934,1.020331562,0.507267327,1.079879271,0.497581529,3.451734765,1.185353657,0.933502096,0.7331779,-0.02,0,0.03,0.1,,-0.03,0.02,0.01,0.09,0.18,-0.05,-0.02,6.94E-18,0.09,0.12
2023-10-01,-0.01,0.059132619,-0.939034043,0.301395473,-0.06,0.074833148,-1.268571429,4.43E-18,-0.03,0.081670068,-0.953590671,0.212356613,0.710863732,0.766420337,-5.593413254,1.087496392,0.77825104,-2.20E-16,1.138772872,0.782290321,-3.809001897,-0.02,-0.07,-0.04,0.03,,0,-0.09,-0.09,-0.05,0.07,-0.02,-0.1,-0.06,0.01,0.08
2023-11-01,0.19,0.068532231,-1.066667137,0.214788904,0.14,0.065319726,-1.365,-0.279508497,0.19,0.079854034,-0.980723686,-0.19983144,1.133785732,0.55638972,1.406409713,1.066185789,0.891113116,-0.668475706,1.294300458,1.111747483,0.157471861,-0.03,0.05,0.1,0.06,,-0.06,0,0.05,-0.08,0.14,-0.03,0.04,0.1,0.02,0.18
2023-12-01,0.03,0.072318739,-0.420174826,0.736809466,0.01,0.060138729,-1.224902631,0.33296789,0.01,0.073598007,-0.694951385,0.371264584,0.956404474,0.336866865,4.882327541,0.927535112,0.900870476,-1.997668304,1.026231962,0.792283445,2.074151055,0.1,0.08,0.08,0.11,,0.06,0.04,0.06,-5.55E-17,0.13,0.09,0.08,0.06,0.08,0.13
2024-01-01,-0.02,0.075806772,-0.441212095,0.919109376,-0.08,0.068313005,-1.228457143,0.587974732,-0.06,0.077459667,-0.7224,0.707106781,0.96857851,-0.458319437,5.574341897,0.96056255,1.040974245,1.051645456,1.007702296,0.104520078,4.072294871,0.01,0.09,0.02,0.04,,0.04,0.05,-0.04,-0.1,0.03,0.02,0.08,-0.02,-1.04E-17,0.08
2024-02-01,0.05,0.070545494,-0.397415221,0.706067178,-0.03,0.062849025,-1.089786893,0.47656126,0.05,0.06705719,-0.633969319,0.556158081,0.991189256,-0.949018696,1.639178598,1.03384037,2.302895948,0.376639559,0.932253086,-0.129340211,1.34706476,-0.02,-0.03,0.02,0.02,,-0.05,-0.06,-0.06,-0.1,-0.07,-0.03,-0.02,0.02,0.01,0.05
