Date,Momentum_excess_momentum,Momentum_excess_volatility,Momentum_excess_kurtosis,Momentum_excess_skewness,Value_excess_momentum,Value_excess_volatility,Value_excess_kurtosis,Value_excess_skewness,Quality_excess_momentum,Quality_excess_volatility,Quality_excess_kurtosis,Quality_excess_skewness,Momentum_relative_volatility,Momentum_relative_kurtosis,Momentum_relative_skewness,Value_relative_volatility,Value_relative_kurtosis,Value_relative_skewness,Quality_relative_volatility,Quality_relative_kurtosis,Quality_relative_skewness,Momentum_momentum_1M,Momentum_momentum_3M,Momentum_momentum_6M,Momentum_momentum_12M,Momentum_momentum_24M,Value_momentum_1M,Value_momentum_3M,Value_momentum_6M,Value_momentum_12M,Value_momentum_24M,Quality_momentum_1M,Quality_momentum_3M,Quality_momentum_6M,Quality_momentum_12M,Quality_momentum_24M
2017-08-01,0.02,0.049665548,-0.391994156,0.812710217,0.03,0.056124861,-0.542947846,0.669188621,0.05,0.041190614,-0.510118457,0.844685542,0.947637587,0.690740089,4.773825486,1.069801814,0.849936096,3.239162718,0.774962304,0.318404907,8.179380308,0.05,0.04,0.07,0.09,0.16,0.06,0.05,0.08,0.13,0.19,0.04,0.04,0.1,0.03,0.14
2017-09-01,-0.04,0.051639778,0.12135,1.232133566,-0.05,0.05845226,0.047451755,1.157971308,-0.03,0.048887626,-0.385182332,0.826917831,0.994185997,1.421973723,0.27608381,1.144615624,1.608712842,-0.208695909,0.969087424,1.725174627,0.604329531,0.03,0.07,0.05,0.05,0.15,0.03,0.07,0.04,0.08,0.21,0.03,0.04,0.06,0.02,0.11
2017-10-01,0.03,0.062849025,-1.477417081,0.635415013,0.01,0.06675827,-1.33109603,0.63001894,0.01,0.055287129,-1.326788672,0.508920125,1.075689189,0.91743538,0.62847736,1.147479076,1.06243545,-0.432343574,0.898877105,0.990362712,3.297872094,-0.01,0.08,0.08,0.13,0.13,-0.02,0.06,0.06,0.13,0.2,-0.03,0.04,0.06,0.09,0.08
2017-11-01,0.06,0.058651513,-1.470795024,0.664560275,0.05,0.06112828,-1.279501465,0.675679636,0.02,0.054283208,-1.290759812,0.466305303,0.986393924,0.621870022,6.512216829,1.032141131,0.786309241,5.591483761,0.880212914,0.920026882,7.06018985,0.06,0.08,0.12,0.17,0.16,0.05,0.06,0.11,0.17,0.29,0.04,0.04,0.08,0.17,0.12
2017-12-01,0.08,0.056450568,-1.460058472,0.619240238,0.04,0.062503333,-1.301075144,0.66894605,0.07,0.05382069,-1.404948084,0.009212603,0.687329661,0.811401222,0.527536746,0.920066727,1.130710781,0.689519039,0.771183649,-0.57611524,2.987889425,0.03,0.1,0.17,0.16,0.19,0.03,0.06,0.13,0.12,0.32,0.03,0.12,0.16,0.19,0.19
2018-01-01,-0.03,0.042778499,0.859446385,1.570026003,-0.06,0.042895221,0.144612476,1.165851336,-0.04,0.043665394,-1.018729522,0.46431899,1.021005793,1.342840391,-0.607263807,1.081578162,1.797720819,0.269879843,1.251414294,1.74812606,1.080270544,0.01,0.03,0.11,0.14,0.21,-0.02,0.02,0.08,0.11,0.33,0.05,0.06,0.1,0.16,0.19
2018-02-01,-0.01,0.042150524,0.563759948,1.390949825,-0.05,0.042622373,0.032098308,1.062629671,-0.02,0.043204938,-1.056428571,0.23241742,1.124960765,0.762994739,6.51E+16,1.183693349,1.482661994,3.67E+16,1.36336241,1.87435084," -9,524,475,361,198,500.00 ",-0.01,-1.39E-17,0.08,0.15,0.21,0.01,-0.02,0.04,0.12,0.3,-0.02,0.03,0.07,0.17,0.19
2018-03-01,-2.08E-17,0.040496913,0.756692445,1.54383435,-0.03,0.039370039,0.354880333,1.29248518,0.02,0.035023801,-0.983223062,0.706002608,1.381342864,1.256460083,0.242814998,1.339624796,2.009683797,0.228777419,1.33355854,2.66468517,-0.193964199,0,-0.05,0.05,0.1,0.11,-0.01,-0.04,0.02,0.06,0.15,0,-0.05,0.07,0.13,0.07
2018-04-01,-0.01,0.036560452,0.661077978,1.49040748,-0.01,0.04708149,0.591404828,1.436839424,0.04,0.041793141,-0.479692326,0.959073613,0.881224589,1.353427475,#NAME?,1.102777047,2.048934695,inf,1.097783314,2.716728822,0,-0.04,-0.01,0.02,0.1,0.11,-0.04,0,0.02,0.08,0.17,-0.03,0.01,0.07,0.13,0.11
2018-05-01,-0.08,0.051639778,-0.20265,0.199757666,-0.07,0.057067212,-0.071476089,0.830438363,-0.05,0.063691967,-0.518970838,-0.268326836,1.110019305,1.935727788,0.445288811,1.255345712,0.947017127,-2.386810678,1.648863245,1.772040088,0.271712402,0.03,-0.06,-0.06,0.06,0.08,0.05,-0.03,-0.05,0.06,0.15,0.04,-0.06,-0.03,0.05,0.02
2018-06-01,-0.02,0.057850382,-0.985508167,-0.145350743,0.01,0.05845226,-0.768336942,0.183812709,-0.04,0.065012819,-0.642219546,-0.29145869,0.883829743,0.999985969,-0.331067161,1.022542275,0.601728065,6.760964567,1.092945047,0.392701359, -0.00 ,-0.05,-0.02,-0.07,0.1,0.11,-0.04,1.73E-18,-0.04,0.09,0.14,-0.07,-0.04,-0.09,0.07,0.02
2018-07-01,-1.39E-17,0.057271284,-0.843248067,-0.335894073,0.01,0.05845226,-0.768336942,0.183812709,-1.21E-17,0.064187226,-0.312187765,-0.631291244,0.924177117,1.175895309,-3.293879558,1.022542275,0.601728065,6.760964567,1.168221572,0.711972929,-4.372664105,0,-0.04,-0.05,0.06,0.07,-0.01,-0.04,-0.04,0.04,0.12,-0.01,-0.06,-0.05,0.05,0.02
2018-08-01,0.01,0.057416606,-0.816457269,-0.427619207,-3.47E-18,0.058991525,-0.818073722,0.262534788,-1.21E-17,0.064187226,-0.312187765,-0.631291244,0.965991478,1.146694579,10.57173354,1,0.527868852,-14.88235294,1.161394511,0.664257422,11.9597254,0.01,0.03,-0.03,0.05,0.14,0.01,-0.01,-0.04,-1.21E-17,0.13,0.02,0.02,-0.04,0.03,0.06
2018-09-01,-1.39E-17,0.058651513,-1.003515414,-0.351826028,0.01,0.058109093,-0.727429887,0.20160402,-0.03,0.067156534,-0.852473685,-0.390615584,0.89317009,0.928504445,1.538302988,0.869262893,0.172512194,-1.985702744,1.181552968,0.871714772,1.208153513,0.02,-1.39E-17,-0.02,0.03,0.08,-0.01,-0.01,-0.01,0.01,0.09,0.01,-0.01,-0.05,0.02,0.04
2018-10-01,-0.08,0.047609523,-0.595640138,-0.4069426,-0.07,0.040207794,-0.320654692,-0.574851625,-0.1,0.054283208,-0.553305624,-0.856820776,0.89317009,1.334490195,0.079911844,0.511112468,0.724665669,0.359813971,0.971504104,0.888270036,0.733536224,-0.03,-0.06,-0.1,-0.08,0.05,-0.01,-0.05,-0.09,-0.07,0.06,-0.04,-0.06,-0.12,-0.05,0.04
2018-11-01,-2.08E-17,0.029664794,-0.260330579,0.503556099,0.04,0.025033311,-1.444997737,0.161382544,0.06,0.035213634,-0.449531738,-0.632206033,1.059654139,0.825840473,3.155944278,0.425308561,0.204615544,-8.223434544,0.741274615,0.688096857,5.611572253,-0.05,-0.14,-0.11,-0.17,1.39E-17,-0.03,-0.06,-0.07,-0.12,0.05,-0.03,-0.07,-0.05,-0.08,0.09
2018-12-01,-2.08E-17,0.029664794,-0.260330579,0.503556099,0.06,0.030983867,-0.90625,0.57452426,0.05,0.033714487,-0.247417893,-0.666352315,1.401529776,1.046791886,0.291652115,0.916125381,0.28828721,-2.544189644,0.88891989,0.837073036,1.683474628,-0.06,-0.08,-0.08,-0.15,0.01,-0.02,-0.01,-0.02,-0.06,0.06,0,-0.02,-0.03,-0.12,0.07
2019-01-01,-2.08E-17,0.029664794,-0.260330579,0.503556099,0.08,0.030767949,-1.047411228,0.244042425,0.01,0.037103459,-1.19694669,-0.143450283,1.311487705,1.196072721,1.551584291,1.051982256,0.937484879,-6.903522207,0.675771164,0.88009108,7.680990734,0.03,-1.39E-17,-0.06,-0.11,0.03,0.04,0.07,0.02,-0.02,0.09,0.01,0.01,-0.05,-0.1,0.06
2019-02-01,-0.02,0.029439203,0.164733728,0.872059595,0.07,0.033115958,-1.085300394,0.093841336,-0.02,0.039327683,-1.483947681,0.185695338,1.184134246,1.087748797,1.440893521,0.93396071,0.86148386,-5.034218929,0.571040241,0.765148515,7.341698123,0.03,0.08,-0.06,-0.09,0.06,0.05,0.09,0.03,-0.01,0.11,0,0.01,-0.06,-0.1,0.07
2019-03-01,0.03,0.023452079,0.374876033,1.375819952,0.09,0.030166206,-0.593406593,-3.38E-18,0.02,0.032659863,-1.365,0.279508497,1.1898575,0.880055002,7.694634731,0.910386922,0.85898425,-1.84538745,0.390094749,-0.427561123,15.77953918,0.02,0.07,-0.01,-0.03,0.07,0,0.06,0.05,0.04,0.1,0,0,-0.02,-0.07,0.06
2019-04-01,0.05,0.02228602,0.157019954,1.176614973,0.13,0.033115958,-0.973549764,-0.412901876,0.06,0.037947332,-1.777777778,-5.43E-17,1.107110855,-0.951535852,2.792358649,0.944648671,1.630588784,0.493440493,0.645497224,-0.993103448,-2.86004924,0.02,0.05,0.05,-0.05,0.05,0.01,0.06,0.13,0.04,0.12,0,0.05,0.06,-0.06,0.07
2019-05-01,-0.03,0.046368092,0.190676041,-0.969173472,0.02,0.052408651,-0.945188048,-0.498536147,-0.08,0.049665548,-0.857443389,-0.222551453,1.05437286,-0.607505929,8.531341856,1.288244724,1.120131306,2.706212315,1.148542092,0.090346316,-1.084323957,0.01,-0.01,0.07,-0.04,0.02,0.05,0.03,0.12,0.05,0.11,0.05,0.01,0.02,-0.03,0.02
2019-06-01,0.03,0.063796552,-0.05806253,0.250602532,0.03,0.054680892,-0.967707296,-0.385928031,-0.05,0.056005952,-1.08986867,-0.059170254,0.936329178,0.278775402,0.716200795,0.882089673,3.942514574,0.282313331,0.824288818,0.358388272,-0.218004946,-0.04,0.03,0.1,0.02,0.12,-0.03,0.04,0.1,0.08,0.17,-0.04,0.02,0.02,-0.01,0.06
2019-07-01,-0.03,0.069209826,-0.527691215,0.49367138,-0.07,0.063691967,-1.502506602,0.115697105,-0.09,0.061237244,-1.458304,0.100175845,1.052069064,3.967368954,-0.02849207,1.025697224,3.85962779,0.099619469,0.970806754,3.227642442,-0.362625537,0.06,-0.01,0.04,-0.02,0.04,0.02,-0.06,-2.08E-17,0.02,0.06,0.01,-0.07,-0.02,-0.07,-0.02
2019-08-01,0.01,0.070545494,-0.834638449,0.18131844,-0.06,0.063245553,-1.4706,0.036373067,-0.07,0.060800219,-1.418103052,-0.074624579,0.974244601,0.72706863,-2.213146655,1.110155629,1.211875371,-1.585605303,0.993928298,0.819559356,-4.385037773,-0.03,0.03,0.02,-0.04,0.01,-0.05,-0.08,-0.05,-0.02,-0.02,-0.04,-0.07,-0.06,-0.12,-0.09
2019-09-01,0.02,0.070898989,-0.891246684,0.104781193,-0.02,0.0665332,-1.656281754,-0.207130448,-2.78E-17,0.067527772,-1.594182825,-0.36713269,0.912266179,0.273003411,2.368515169,1.06000958,1.062720758,0.700199907,1.038975552,1.191724458,0.860882833,0,-0.04,-0.01,-0.02,0.01,-0.05,-0.09,-0.05,-1.91E-17,0.01,-0.04,-0.05,-0.03,-0.05,-0.03
2019-10-01,0.07,0.074677083,-1.207376822,-0.183312523,-0.05,0.062742861,-1.505062158,-0.107722223,-0.04,0.063456022,-1.462106925,-0.201973993,1.175357612,0.982897385,2.346681808,0.915621138,1.187508769,-0.115111429,0.850962943,1.253207172,0.566585021,-0.01,0.06,0.05,0.1,0.02,0.01,-0.01,-0.07,0.06,-0.01,0.03,0.01,-0.06,1.04E-17,-0.05
2019-11-01,0.1,0.067131711,-1.244756836,-0.003218511,-0.02,0.056803756,-1.337716003,-0.081814008,-3.47E-17,0.054405882,-1.46055515,-0.048976253,1.160034057,0.899911724,8.351542215,0.949333749,0.96088555,-4.631943483,0.821020142,0.971703646,-2.891069599,0.07,0.04,0.07,0.14,-0.03,0.03,0.03,-0.05,0.07,-0.05,0.02,0.04,-0.03,-0.01,-0.09
2019-12-01,0.05,0.055287129,-1.507625858,-0.454470137,-0.07,0.04665476,-1.323053688,-0.376587937,-0.03,0.048887626,-1.262477898,-0.08437937,1.35240389,0.835095131,4.999475964,1.117618285,0.944468434,-2.362283166,1.048986057,1.065559659,-2.169169061,-0.02,0.1,0.06,0.16,0.01,-0.01,0.03,-0.06,0.04,-0.02,-0.01,0.03,-0.02,1.04E-17,-0.12
2020-01-01,0.08,0.048853523,-1.22992416,-0.502744051,-0.06,0.043817805,-1.4765625,-0.265625,-0.02,0.046332134,-1.31198642,0.021048911,1.208704489,0.791721308,5.602389512,1.043656711,0.892481726,-2.14213273,0.977440706,1.03390592,-2.027258454,0.05,0.03,0.09,0.13,0.02,0.01,-0.04,-0.05,-0.05,-0.07,0.02,-0.02,-0.01,-0.03,-0.13
2020-02-01,-0.01,0.056005952,-1.708488381,0.074136032,-0.12,0.052535702,-1.799621928,-0.036263376,-0.06,0.050199602,-1.560090703,0.280565859,1.889119698,0.481469839,-2.751417837,1.695171362,0.125747432,-8.764612155,1.391690689,0.391382266,-7.046134281,0,-0.04,-2.78E-17,0.02,-0.07,-0.04,-0.14,-0.11,-0.16,-0.17,-0.03,-0.09,-0.05,-0.11,-0.21
2020-03-01,-0.02,0.055377492,-1.638827977,0.164558431,-0.31,0.064935866,-1.015578434,-0.19487887,-0.12,0.037947332,-1.680555556,0.168393829,1.328195228,4.264363899,0.052514492,2.047199463,0.678669461,1.188518069,0.992277877,4.121749127,0.398038984,-0.09,-0.18,-0.08,-0.09,-0.12,-0.11,-0.4,-0.37,-0.42,-0.38,-0.08,-0.21,-0.18,-0.21,-0.28
2020-04-01,0.22,0.136918467,0.417172694,1.378633693,5.55E-17,0.170645832,0.519966641,1.392782139,0.1,0.110211917,0.489877952,1.417852695,1.046674952,1.001187784,-0.692863827,1.678413885,0.503138254,0.200714152,0.743535829,1.27745214,-0.046993955,-0.09,-0.05,-0.02,0.03,-0.02,-0.25,-0.2,-0.24,-0.31,-0.27,-0.1,-0.12,-0.14,-0.2,-0.26
2020-05-01,0.16,0.147196014,0.124979503,1.13112045,-0.09,0.179638526,0.40443523,1.370105917,0.01,0.126081984,-0.014827096,0.952263696,0.793056213,1.410760373,1.134539903,1.276412892,0.675063233,-0.998554703,0.568781375,1.700615456,-0.315404171,0.13,0.06,0.02,0.09,0.05,0.16,-0.09,-0.23,-0.28,-0.23,0.06,-0.04,-0.13,-0.16,-0.19
2020-06-01,0.17,0.14770466,0.028728746,1.085405041,-0.04,0.182720187,-0.057859182,1.172456978,0.01,0.126081984,-0.014827096,0.952263696,0.814481854,1.575023069,0.958768994,1.331314312,0.997817608,-2.552075044,0.580938144,1.733810305,-0.681746184,0.02,0.22,0.04,0.1,0.12,0,0.23,-0.17,-0.23,-0.15,0,0.09,-0.12,-0.14,-0.15
2020-07-01,0.21,0.145430396,0.000511041,1.000051047,-0.03,0.182071415,-0.064524477,1.158665837,-4.16E-17,0.127121989,-0.046576316,0.95792528,0.820701186,1.343817267,-1.17989E+15,1.277905355,0.676596852,-1.98887E+15,0.557282639,1.222839549,-1.40463E+15,0.07,0.17,0.12,0.21,0.19,0.07,0.08,-0.12,-0.17,-0.15,0.03,0.03,-0.09,-0.1,-0.17
2020-08-01,0.24,0.141985915,0.101119615,1.003431011,-0.01,0.180600849,-0.06714318,1.136039642,-4.16E-17,0.127121989,-0.046576316,0.95792528,0.676403307,0.615996754,1.774069739,1.208783993,0.049617678,2.878865595,0.479510012,0.197362583,2.682465304,0.08,0.15,0.21,0.21,0.17,0.01,0.05,-0.04,-0.15,-0.17,0,0.01,-0.03,-0.08,-0.2
2020-09-01,0.2,0.144591378,0.098965112,1.078907985,0.16,0.165368276,0.001928398,1.068712235,0.05,0.128750405,-0.422623126,0.721804128,0.59322904,5.608316205,-0.065048975,0.66137928,1.151981867,-1.545921345,0.288675135,6.446022727,-0.187723245,0,0.04,0.26,0.18,0.16,-0.03,-0.01,0.22,-0.15,-0.15,-0.02,0.02,0.11,-0.07,-0.12
2020-10-01,-0.14,0.062503333,-0.412911041,-0.05243899,-0.22,0.072846871,-0.831835055,0.149872639,-0.2,0.069474216,-0.984081682,-0.282540026,0.916681069,2.828708039,0.103037761,0.739951699,1.01675431,0.283657656,0.461440957,2.536923798,0.211505475,-0.04,-0.09,0.08,0.06,0.16,0.01,-0.08,-6.94E-18,-0.24,-0.18,0.04,-0.01,0.02,-0.12,-0.12
2020-11-01,0.06,0.05329165,-1.561594922,0.442960025,0.12,0.102567051,-0.480215125,0.931986657,0.1,0.083825215,-0.563167692,0.739291764,1.445997611,2.568671307,-0.137024186,2.053821272,0.922358498,1.194352443,1.427012136,0.524565899,1.465483511,-0.05,-0.05,0.1,0.12,0.26,-0.06,0.11,0.16,-0.07,2.78E-17,-0.03,0.13,0.14,0.01,0
2020-12-01,-0.05,0.04708149,0.099058172,1.283825355,1.39E-17,0.102567051,0.553427113,1.487523801,0.02,0.087559504,-0.335437429,1.056279627,1.000581226,1.191036728,-0.280204199,1.435432031,0.159392537,2.766438597,1.041019179,0.547850109,2.075551814,0.04,0.05,0.09,0.13,0.29,0.16,0.15,0.14,-0.03,0.01,0.12,0.14,0.16,0.04,0.04
2021-01-01,-0.1,0.047609523,1.123391003,1.746875551,0.05,0.098674549,0.530621439,1.44129468,0.05,0.083286654,-0.19983785,1.148455023,0.853912564,1.45827856,-0.009252978,1.517690817,0.451871383,1.483720857,1.085534623,0.725749716,1.344742,0.06,0.11,0.02,0.14,0.27,0.05,0.25,0.17,0.05,1.39E-17,0.05,0.18,0.17,0.08,0.05
2021-02-01,-0.02,0.053913511,-1.231840754,0.787888041,0.14,0.092879851,0.332071217,1.281990677,0.09,0.079183332,-0.115794052,1.143811094,1.050793351,1.601220312,-0.416399189,1.417891627,0.295341871,0.587857931,0.99018622,0.334027736,1.236034554,0.01,0.15,0.1,0.31,0.33,0.04,0.15,0.26,0.22,0.06,0.01,0.08,0.21,0.18,0.07
2021-03-01,0.02,0.052408651,-1.413469696,0.469449235,0.1,0.094586821,0.512792038,1.424859651,0.03,0.077653075,0.900522264,1.611416452,0.955284411,0.393004288,10.79125314,1.423840723,0.117147749,-1.728943415,1.014242833,0.32976593,-6.469607449,0.08,0.15,0.2,0.46,0.37,0.06,0.13,0.28,0.5,0.08,0.02,0.07,0.21,0.32,0.11
2021-04-01,0.02,0.052408651,-1.413469696,0.469449235,0.13,0.09108604,0.642936595,1.48653634,0.01,0.079351539,0.88418895,1.615183198,0.689114246,34.05422102,0.444709543,1.124358272,-16.57883994,-2.599742363,0.956086024,-0.532927548,-1.94496321,0.06,0.14,0.25,0.33,0.36,0.03,0.11,0.36,0.36,0.05,0.04,0.06,0.24,0.26,0.06
2021-05-01,-0.05,0.037638633,-1.227570934,0.474799153,-0.04,0.031411251,-1.223886048,0.087971186,-0.11,0.033115958,-0.398832235,0.890152097,1.079556009,18.75419765,0.060651947,0.469668218,11.04238806,-5.03E-16,0.709701677,18.3375477,-0.216664073,0,0.08,0.23,0.33,0.42,0.02,0.09,0.24,0.4,0.12,0,0.09,0.17,0.31,0.15
2021-06-01,-0.06,0.039496835,-1.278106509,0.405357836,-0.03,0.028809721,-1.396138772,0.32984202,-0.1,0.031411251,-0.237764792,1.021094124,2.493469732,1.601189855,-0.709545717,1.560378995,0.523682607,1.052857766,1.527525232,1.767590618,-0.387942916,0.02,1.39E-17,0.15,0.24,0.34,0.04,0.05,0.18,0.32,0.09,0.05,0.04,0.11,0.27,0.13
2021-07-01,0.04,0.045018515,-1.44156856,-0.121132443,0.03,0.036193922,-1.634520133,1.25E-16,-0.02,0.036147845,-1.5,0.29479962,1.298350602,7.821328661,-0.139622148,0.818161204,3.451842567,0.174250879,0.810643483,8.777236421,-0.213448007,-0.02,0.03,0.17,0.19,0.4,-0.01,0.05,0.16,0.33,0.16,-0.01,0.05,0.11,0.28,0.18
2021-08-01,-2.78E-17,0.04,-0.95625,0.10269798,0.01,0.034302575,-1.342583602,0.236419884,0.01,0.037103459,-1.673094173,-0.117715016,1,6.643370346,0.177664975,0.651528814,1.449940867,0.910362936,0.93021832,11.27759774,0.108469479,0.03,0.05,0.13,0.23,0.44,0.02,0.05,0.14,0.4,0.25,0.01,0.05,0.14,0.35,0.27
2021-09-01,-0.03,0.040373258,-0.867853513,0.479404056,2.78E-17,0.035777088,-1.447265625,0.258344621,-0.03,0.042778499,-1.875302338,0.058771027,0.890254566,-10.40905917,0.091377624,0.899172196,-12.55113636,0.202710303,1.298526169,-11.48436034,-0.154442709,0.04,0.07,0.07,0.27,0.45,0.04,0.05,0.1,0.38,0.23,0.05,0.03,0.07,0.28,0.21
2021-10-01,-0.01,0.037638633,-0.58659654,0.462016099,0.08,0.041311822,-1.496704102,-0.240996354,0.03,0.039874804,-1.44749021,-0.570175926,1.167973394,1.45447377,0.254489578,1.099132606,1.53125469,0.52819809,1.334296377,1.270091424,-0.046132842,0,0.01,0.04,0.29,0.35,-0.01,0.08,0.13,0.49,0.25,-0.03,0.03,0.08,0.32,0.2
2021-11-01,-0.05,0.038686776,-0.301278267,0.906440364,0.01,0.045350487,-1.634010964,0.318413942,-0.05,0.03920034,-1.803577058,0.082036031,1.066328203,1.333719021,-0.239772456,1.066328203,1.606913244,-0.395768993,1.066328203,0.394613878,-0.785760337,-0.03,-0.03,0.02,0.25,0.37,0.05,0.03,0.08,0.32,0.25,0.01,-0.03,0.02,0.19,0.2
2021-12-01,0.03,0.035071356,-1.124330756,0.548512725,0.09,0.042308392,-1.558565588,-0.312438704,0.05,0.044007575,-1.387180391,-0.356174027,1.167973394,1.152854785,0.674053476,1.167973394,1.575121364,0.488344865,1.550685099,1.147612148,-0.446724605,0,0.01,0.08,0.23,0.36,-0.01,0.09,0.14,0.32,0.29,-0.01,0.07,0.1,0.21,0.25
2022-01-01,-0.04,0.022509257,-0.90166205,0.700113502,0.04,0.038815804,-1.321325084,0.140691882,-0.02,0.043204938,-1.365,0.297615034,1.444991349,1.905814894,1.789773273,1.466969666,2.217471116,2.701815447,1.817690843,1.760050069,-0.58964078,0.04,0.08,0.09,0.26,0.4,0.05,0.09,0.17,0.33,0.38,0.07,0.08,0.11,0.22,0.3
2022-02-01,-0.03,0.024289916,-1.356506751,0.55035777,0.06,0.04,-1.49625,-0.10269798,-0.04,0.041793141,-1.008332848,0.553568219,1.47478812,2.400140926,-1.56423E+15,1.549193338,2.777777778,-2.54023E+15,1.693123347,0.776696112,1.79276E+15,0.04,0.12,0.09,0.22,0.53,0.05,0.15,0.18,0.32,0.54,0.02,0.11,0.08,0.22,0.4
2022-03-01,-0.02,0.023380904,-1.299226651,0.438048357,0.09,0.035637059,-0.947485895,-0.304968923,0.01,0.036009258,-0.757290792,0.471828498,1.4,1.113989771,3.417081118,1.186591758,-0.583318945,5.858688644,1.302305648,0.163325151,-2.993495558,0.04,0.1,0.11,0.18,0.64,0.05,0.13,0.22,0.32,0.82,0.02,0.07,0.14,0.21,0.53
2022-04-01,-0.05,0.029944393,-1.197578806,-0.028105626,-0.01,0.033714487,-1.451122711,-0.04891242,-0.05,0.038166303,-0.280349167,0.971617074,2.112763147,0.56862676,-1.7489162,2.309401077,1.671641791,-1.186775553,2.271435733,0.948937926,0.318141675,0.02,0.02,0.1,0.14,0.47,0.03,0.05,0.14,0.27,0.63,0.03,0.02,0.1,0.18,0.44
2022-05-01,,,,,0.08,0.0332666,-0.93366236,-0.497245322,0.04,0.040824829,-1.430016,0.262603823,,,,1.064120736,4.970378333,1.262813522,1.071008321,2.552327122,2.47E-17,-0.04,,,,,-0.03,0.01,0.16,0.24,0.64,-0.03,0.01,0.12,0.14,0.45
2022-06-01,,,,,-0.08,0.060553007,-0.328780165,-0.880632407,-0.09,0.041352146,-0.739304401,0.297438845,,,,2.047236301,3.815894489,1.290232057,1.177297504,10.57932005,1.052563138,,,,,,0.01,-0.13,0,0.14,0.46,0.01,-0.08,-0.01,0.09,0.36
2022-07-01,,,,,0.02,0.076594169,-0.716497934,-0.455170038,0.03,0.058223707,-1.077766466,0.213119064,,,,1.497123679,0.190391157,1.401657835,0.901387819,0.906670135,1.071304437,-0.1,,,,,-0.11,-0.07,-0.02,0.15,0.48,-0.06,-0.03,-0.01,0.1,0.38
2022-08-01,,,,,-0.06,0.077974355,-0.992815097,0.058228526,-0.01,0.06112828,-1.214872028,0.456989634,,,,1.292539625,0.208125312,1.364581289,0.828629439,0.967208642,0.715189466,0.03,-0.08,,,,0.03,-0.1,-0.09,0.09,0.49,0.02,-0.05,-0.04,0.04,0.39
2022-09-01,,,,,-0.06,0.077974355,-0.992815097,0.058228526,-0.04,0.062182527,-1.130154578,0.678340598,,,,1.302818699,-0.03414153,1.824116167,0.824855993,1.322553168,0.061601634,-0.01,-0.02,,,,-0.02,-1.73E-18,-0.13,0.09,0.47,-0.01,-0.03,-0.11,0.03,0.31
2022-10-01,,,,,0.1,0.091796877,-1.201354951,-0.321306957,0.09,0.070356236,-1.724370983,0.009436351,,,,1.712125156,0.241151174,-9.969768178,1.094773681,0.952249004,-1.524252625,-0.04,-0.01,,,,-0.01,0.05,-0.02,0.12,0.61,-0.04,0,-0.03,0.07,0.39
2022-11-01,0.02,0.079162281,-1.217410593,-0.095197369,0.09,0.091159201,-1.178198595,-0.275042369,0.07,0.068823446,-1.608969905,0.142851184,1.384890952,0.783173398,1.920297411,1.659448355,0.691099646,1.875693992,1.200223318,1.131695417,-0.416189313,0.04,0.07,-0.01,,,0.08,0.16,0.06,0.22,0.54,0.05,0.09,0.04,0.16,0.35
2022-12-01,-0.01,0.088185411,-0.934280673,-0.35798414,0.07,0.097245394,-1.00635057,-0.414880594,-2.78E-17,0.088543774,-0.971314036,-0.42606935,0.72805819,1.284494146,0.73823496,0.869984398,1.347087719,1.747993674,0.786483758,1.181317605,1.976502584,0.07,0.07,0.05,,,0.09,0.13,0.13,0.13,0.45,0.08,0.09,0.06,0.05,0.26
2023-01-01,-0.03,0.083845095,-0.868915783,-0.47391212,0.05,0.093897107,-0.904911861,-0.442104473,-0.01,0.086583293,-0.928449401,-0.465647754,0.895076975,1.533463654,-0.037317634,1.03485759,1.550005712,0.137253567,0.96508826,1.516772534,0.042306229,-0.04,0.08,0.07,,,-0.04,0.1,0.15,0.13,0.46,-0.04,0.09,0.09,0.08,0.3
2023-02-01,-0.06,0.087177979,-1.210138504,-0.309510993,-0.02,0.106144556,-1.454831413,-0.293935563,-0.06,0.093166518,-1.42351717,-0.250330059,0.815682932,1.000893564,-0.796981143,1.059955648,1.071539196,3.54E-16,0.912507163,1.085408627,0.557865365,0.05,0.01,0.08,,,0.05,-0.04,0.12,0.03,0.35,0.05,-0.01,0.08,0.04,0.26
2023-03-01,-0.06,0.087177979,-1.210138504,-0.309510993,-0.05,0.106661458,-1.527994211,-0.138923379,-0.04,0.092664269,-1.340500945,-0.370497555,0.838196803,0.94610132,-0.954628574,1.135273765,1.122342112,0.543562222,0.860642454,1.040967063,0.548628252,0,0,0.07,,,-0.05,-0.05,0.08,-0.05,0.27,-0.02,-3.47E-18,0.09,-0.02,0.19
2023-04-01,-0.08,0.083346666,-1.140667769,-0.368733854,-0.11,0.094322143,-1.578797177,-0.319421315,-0.08,0.085479042,-1.25814508,-0.468103808,0.894548576,0.95775852,-0.748501929,1.098809938,0.995906472,0.969649917,0.879862787,0.917838216,1.138229338,-0.05,-0.01,0.07,,,-0.05,-0.06,0.04,0.02,0.29,-0.03,-0.02,0.07,0.04,0.22
