Date,actual,prediction,probability
2022-04-11,0,0,0.018504230305552483
2022-04-18,0,0,0.08093399554491043
2022-04-25,0,1,0.9438806176185608
2022-05-02,0,1,0.6536781191825867
2022-05-09,0,0,0.02812386490404606
2022-05-16,0,0,0.40915122628211975
2022-05-23,0,0,0.3799941837787628
2022-05-30,0,0,0.028968287631869316
2022-06-06,0,0,0.34903407096862793
2022-06-13,1,0,0.16396942734718323
2022-06-20,1,1,0.9982162117958069
2022-06-27,1,0,0.0604347325861454
2022-07-04,1,1,0.9856022000312805
2022-07-11,1,1,0.9865034818649292
2022-07-18,1,1,0.9143773913383484
2022-07-25,1,1,0.9908071160316467
2022-08-01,1,1,0.9957752823829651
2022-08-08,0,0,0.4208696186542511
2022-08-15,0,1,0.7849831581115723
2022-08-22,0,0,0.1608731895685196
2022-08-29,0,0,0.039222732186317444
2022-09-05,0,0,0.001383183291181922
2022-09-12,0,0,0.013104863464832306
2022-09-19,0,0,5.249730384093709e-05
2022-09-26,1,0,0.005643843207508326
2022-10-03,1,1,0.5824326872825623
2022-10-10,1,1,0.9884793162345886
2022-10-17,1,0,0.3019427955150604
2022-10-24,1,1,0.9838626980781555
2022-10-31,1,1,0.9937437176704407
2022-11-07,0,1,0.998513400554657
2022-11-14,0,1,0.9743373394012451
2022-11-21,0,0,0.022836102172732353
2022-11-28,1,0,0.028599916025996208
2022-12-05,1,0,0.21225792169570923
2022-12-12,1,1,0.9992839694023132
2022-12-19,1,1,0.9939077496528625
2022-12-26,1,1,0.9975696206092834
2023-01-02,1,1,0.986287534236908
2023-01-09,1,1,0.8582555651664734
2023-01-16,1,1,0.9713649749755859
2023-01-23,1,0,0.24489560723304749
2023-01-30,0,0,0.43214792013168335
2023-02-06,0,0,0.2026105523109436
2023-02-13,0,0,0.11563209444284439
2023-02-20,0,0,0.2098577320575714
2023-02-27,0,0,0.007168640848249197
2023-03-06,1,0,0.025689469650387764
2023-03-13,1,1,0.725622832775116
2023-03-20,1,1,0.999049723148346
2023-03-27,1,1,0.8667998313903809
2023-04-03,1,1,0.9559627175331116
2023-04-10,1,1,0.9709152579307556
2023-04-17,0,1,0.9235846400260925
2023-04-24,0,1,0.9935408234596252
2023-05-01,0,0,0.4834024906158447
2023-05-08,0,1,0.558868408203125
2023-05-15,0,0,0.2813602089881897
2023-05-22,0,1,0.980226993560791
2023-05-29,1,1,0.9927302002906799
2023-06-05,1,1,0.9567344188690186
2023-06-12,1,1,0.650266706943512
2023-06-19,1,1,0.998145341873169
2023-06-26,1,1,0.9392287731170654
2023-07-03,1,1,0.8901219367980957
2023-07-10,1,1,0.9878498911857605
2023-07-17,1,1,0.8448334336280823
2023-07-24,1,1,0.9251665472984314
2023-07-31,1,1,0.9693162441253662
2023-08-07,0,1,0.729746401309967
