Date,Momentum,Benchmarks,Momentum_Cumulative_Relative,trend_t1,trend_tval,trend_bin
2012-08-01,0.0288,0.02709145,0.4145298058348994,2013-02-01,-7.220793993356413,0.0
2012-09-01,-0.0012,0.011975871,0.39589214358756375,2013-02-01,-5.117160814313483,0.0
2012-10-01,0.0343,0.03285995,0.39790229806893707,2012-12-01,-7.677174596123789,0.0
2012-11-01,0.0174,0.021379305,0.3923396184647199,2013-02-01,-6.544644914562347,0.0
2012-12-01,0.037,0.043323126,0.38353567962237567,2013-02-01,-3.4099927869074893,0.0
2013-01-01,-0.0024,0.015064693,0.35937265372322447,2013-05-01,3.4207949877435677,1.0
2013-02-01,-0.0169,-0.011099653,0.35148782062931905,2013-04-01,161.37854315095774,1.0
2013-03-01,0.0291,0.012205078,0.37432110194280144,2013-10-01,-1.3659615769087925,0.0
2013-04-01,0.0002,-0.016774731,0.39764983295590395,2013-08-01,-12.085716725387053,0.0
2013-05-01,0.0643,0.067006837,0.39386662267501515,2013-07-01,-25.404876886624336,0.0
2013-06-01,-0.0468,-0.039943587,0.3843096974430402,2013-08-01,-6.74775232834765,0.0
2013-07-01,0.0247,0.03261399,0.37335428434057283,2013-12-01,3.387134354277244,1.0
2013-08-01,0.0156,0.020318371,0.36687428931261445,2013-12-01,4.420232896093121,1.0
2013-09-01,0.0646,0.055695466,0.3790456678955245,2014-06-01,-2.7862425335831102,0.0
2013-10-01,0.0387,0.041350895,0.37538996262972857,2013-12-01,54.52908847259028,1.0
2013-11-01,-0.0095,-0.016041785,0.38438746805641033,2014-05-01,-3.3122613433501993,0.0
2013-12-01,0.0419,0.034974304,0.3939753148063787,2014-05-01,-2.7713098377182828,0.0
2014-01-01,-0.0567,-0.033369154,0.36145269140882963,2014-11-01,3.5500892109681907,1.0
2014-02-01,0.0575,0.049019064,0.3729990845516957,2014-12-01,4.5377096244816935,1.0
2014-03-01,0.0319,0.033481222,0.3708280681932228,2015-01-01,6.746893073998929,1.0
2014-04-01,0.0099,0.016294732,0.3620619900790494,2015-01-01,9.678196396939471,1.0
2014-05-01,0.0087,0.021998123,0.3439491222013533,2014-12-01,17.732400651357782,1.0
2014-06-01,0.0413,0.027232913,0.36285457142693334,2014-12-01,13.169914400752626,1.0
2014-07-01,0.0174,0.013640607,0.36797807736277366,2014-09-01,55.7725471419065,1.0
2014-08-01,0.0153,0.00605191,0.3806292617402516,2014-11-01,10.04873955190534,1.0
2014-09-01,-0.0145,-0.024250735,0.3940914118047263,2015-01-01,6.294319595458066,1.0
2014-10-01,0.0454,0.028250764,0.4179990144313388,2014-12-01,4.785037033420719,1.0
2014-11-01,0.014,0.006165908,0.4291077491663031,2015-01-01,2.340891175221516,1.0
2014-12-01,0.0064,0.002758579,0.43431173213538,2015-06-01,-2.183449908364075,0.0
2015-01-01,0.0639,0.039628473,0.46912466806832076,2015-06-01,-3.0743777347838637,0.0
2015-02-01,-0.0036,0.025679226,0.4261098348897734,2015-12-01,4.015088113733886,1.0
2015-03-01,0.0166,0.000765354,0.4486917792823715,2015-05-01,-7.6095277836415685,0.0
2015-04-01,0.0263,0.044055988,0.42296882543373493,2016-01-01,8.409198384398932,1.0
2015-05-01,-0.06,-0.048626448,0.4067846155032855,2016-01-01,11.385264400178608,1.0
2015-06-01,0.0083,0.005152492,0.4112124813348592,2015-12-01,9.978521404159665,1.0
2015-07-01,0.0194,0.000640291,0.43768641682186904,2015-12-01,7.25264935682326,1.0
2015-08-01,-0.0278,-0.031118236,0.44245699964687835,2015-10-01,23.119398372453684,1.0
2015-09-01,-0.0002,-0.010689689,0.4575879249690471,2015-12-01,6.031633256062025,1.0
2015-10-01,0.0779,0.068966206,0.4706097152276081,2015-12-01,3.352381292471117,1.0
2015-11-01,-0.0018,-0.030826752,0.5132967387203105,2016-08-01,-5.024631240713205,0.0
2015-12-01,-0.0202,-0.029189446,0.5269004380350126,2016-02-01,-36.900099377434465,0.0
2016-01-01,-0.0252,-0.019877911,0.5187741380096513,2016-06-01,-4.362958128250153,0.0
2016-02-01,0.0006,0.005470786,0.5113765142010718,2016-06-01,-3.13109537743551,0.0
2016-03-01,0.0633,0.081745211,0.48349885549618854,2016-08-01,-2.0701875714579,0.0
2016-04-01,0.03,0.016898123,0.5029354750305404,2016-06-01,-6.48354967200041,0.0
2016-05-01,-0.0209,0.002731569,0.4674187516498085,2016-12-01,1.5311061904645025,1.0
2016-06-01,-0.0257,-0.011701866,0.4468776273301016,2016-12-01,1.7973677070979228,1.0
2016-07-01,0.0467,0.022779229,0.4814880557184884,2016-12-01,1.2327600649843578,1.0
2016-08-01,-0.0541,-0.0158,0.4247470631844703,2016-11-01,3.141148692287681,1.0
2016-09-01,0.0266,-0.0081,0.4741857862769714,2017-07-01,-3.3684954811355783,0.0
2016-10-01,-0.0236,-0.0258,0.4774289950067807,2017-08-01,-4.639289849006485,0.0
2016-11-01,-0.0054,-0.0165,0.49382845685135623,2017-06-01,-8.599276252156834,0.0
2016-12-01,0.0198,0.0236,0.488151908715321,2017-06-01,-6.491695118674405,0.0
2017-01-01,0.0141,0.0229,0.47505617191862615,2017-06-01,-4.944623473660688,0.0
2017-02-01,-0.0135,-0.0146,0.4766787337077367,2017-05-01,-6.058014412744795,0.0
2017-03-01,0.0137,0.0159,0.47343004049357984,2017-12-01,3.2179365543389444,1.0
2017-04-01,0.0286,0.0351,0.46385274523037157,2017-12-01,5.124468713301648,1.0
2017-05-01,-0.0094,-0.0075,0.4610714250144339,2017-12-01,6.099644963988486,1.0
2017-06-01,-0.0351,-0.035,0.46092531787193236,2017-12-01,6.2165995021720954,1.0
2017-07-01,0.0549,0.0529,0.46384716850767616,2017-12-01,5.355919065971486,1.0
2017-08-01,0.0262,0.0261,0.46399355322452696,2017-11-01,6.056968153104102,1.0
2017-09-01,-0.0144,-0.019,0.4707279235693598,2017-11-01,2.9317557618838137,1.0
2017-10-01,0.0605,0.0487,0.4880825130674782,2018-08-01,-4.9201030738647935,0.0
2017-11-01,0.0274,0.0244,0.49254676060668046,2018-07-01,-4.986993703005008,0.0
2017-12-01,0.0073,0.0082,0.4912034685221345,2018-07-01,-4.112196828379629,0.0
2018-01-01,-0.0123,-0.0041,0.478975600080253,2018-07-01,-3.1030641066399474,0.0
2018-02-01,0.0004,-0.0079,0.491251097560919,2018-07-01,-5.0399870338452795,0.0
2018-03-01,-0.0406,-0.0383,0.48782122003652884,2018-07-01,-3.1136401638055573,0.0
2018-04-01,0.0289,0.0409,0.4699673653960905,2018-07-01,-2.194786233896015,0.0
2018-05-01,-0.0519,-0.0535,0.4723193131807244,2018-07-01,-3.697885034672908,0.0
2018-06-01,0.0024,0.0068,0.46584110820272917,2018-10-01,3.4652393032067694,1.0
2018-07-01,0.0129,0.0145,0.4634957624296048,2018-10-01,3.5503014838460714,1.0
2018-08-01,0.0164,0.0122,0.46964244463180904,2019-01-01,-1.6902910248795862,0.0
2018-09-01,-0.0283,-0.0419,0.4896295818788017,2018-12-01,-2.224556884571001,0.0
2018-10-01,-0.0462,-0.0456,0.4887358041296743,2019-08-01,1.61379992106564,1.0
2018-11-01,-0.0553,-0.0166,0.4311217285098561,2019-02-01,30.33727949282548,1.0
2018-12-01,0.0338,0.0263,0.44185514147368,2019-02-01,14.162155432358805,1.0
2019-01-01,0.0336,0.0277,0.45036208680837464,2019-11-01,4.520729206665066,1.0
2019-02-01,0.0199,0.0124,0.4612398024594375,2019-12-01,5.3953952263163645,1.0
2019-03-01,0.0162,-0.0013,0.4868114990024779,2020-01-01,6.797029064045252,1.0
2019-04-01,0.0124,0.05,0.43090738663998485,2020-02-01,15.278015213427757,1.0
2019-05-01,-0.042,-0.0475,0.4387773772665049,2020-02-01,12.60542176009266,1.0
2019-06-01,0.059,0.0286,0.4825162095354065,2020-02-01,10.051794740036291,1.0
2019-07-01,-0.0298,-0.0313,0.48473998384970973,2020-05-01,10.31629578429517,1.0
2019-08-01,0.0036,-0.027,0.5301730273555108,2020-06-01,10.883093362364606,1.0
2019-09-01,-0.0064,0.0082,0.5078325011561204,2020-07-01,13.923991464848154,1.0
2019-10-01,0.0681,0.0363,0.5557815746928851,2020-08-01,14.325749683501353,1.0
2019-11-01,-0.0162,-0.0146,0.5532923241733765,2020-01-01,22.49293377500324,1.0
2019-12-01,0.0522,0.0312,0.5859114629810172,2020-08-01,10.906145107003965,1.0
2020-01-01,-0.0017,-0.0257,0.6239733380925616,2020-08-01,8.388642547193967,1.0
2020-02-01,-0.0895,-0.0957,0.6340419727887354,2020-08-01,6.18766837000529,1.0
2020-03-01,-0.0909,-0.1623,0.750712569645851,2020-08-01,4.607826024303048,1.0
2020-04-01,0.1316,0.1429,0.7309295176088528,2020-08-01,5.995447659729312,1.0
2020-05-01,0.0209,-0.0041,0.774202755549074,2020-08-01,3.545974183254342,1.0
2020-06-01,0.0747,0.0707,0.7812995665712703,2021-02-01,-3.4593092091636546,0.0
2020-07-01,0.0783,0.03,0.8673363356366628,2021-01-01,-6.523449046463472,0.0
2020-08-01,-0.0029,-0.0076,0.876112816414155,2021-01-01,-5.932525402124454,0.0
2020-09-01,-0.0423,-0.0127,0.8205798770482959,2021-01-01,-3.7586628359501515,0.0
2020-10-01,-0.0483,-0.0425,0.8100205137614158,2021-01-01,-2.170599768605293,0.0
2020-11-01,0.0353,0.1044,0.6849480962605019,2021-09-01,4.8258319844853474,1.0
2020-12-01,0.0633,0.0542,0.7002811239364726,2021-09-01,4.28078098894516,1.0
2021-01-01,0.0084,0.0299,0.6637250797718384,2021-03-01,60.75805584847709,1.0
2021-02-01,0.0767,0.0539,0.7016580115906361,2021-09-01,3.0373410363937716,1.0
2021-03-01,0.0601,0.0365,0.7418171406641751,2021-05-01,-4.818760118014169,0.0
2021-04-01,0.0018,0.0084,0.7303211475357916,2021-09-01,3.441222187548027,1.0
2021-05-01,0.0157,0.0298,0.7059236193555369,2021-09-01,10.017583275548539,1.0
2021-06-01,-0.0172,-0.03,0.7277594416832878,2021-09-01,6.733543236815153,1.0
2021-07-01,0.031,0.0258,0.7367437907800409,2021-09-01,41.1984559145029,1.0
2021-08-01,0.0382,0.0206,0.7673104814977698,2021-12-01,-3.3228943584843202,0.0
2021-09-01,0.0012,-0.0147,0.7954107181535843,2021-12-01,-2.959502638282039,0.0
2021-10-01,-0.027,0.0269,0.698638080445106,2021-12-01,-5.351993664131698,0.0
2021-11-01,0.0025,0.0092,0.6872572053061237,2022-04-01,3.6082041221097274,1.0
2021-12-01,0.0353,0.0485,0.6649854101960828,2022-02-01,68.68699139613547,1.0
2022-01-01,0.0449,0.0244,0.6991176111051025,2022-11-01,-4.31772190785869,0.0
2022-02-01,0.0449,0.0258,0.7315707574772099,2022-12-01,-8.074779510296038,0.0
2022-03-01,0.0225,0.0153,0.744038066931046,2022-05-01,-11.347779983532055,0.0
2022-04-01,-0.0431,-0.039,0.7368875108566288,2023-01-01,-9.317113209954362,0.0
2022-05-01,0.0,0.0056,0.7271609407958317,2023-03-01,-9.313997975024003,0.0
2022-06-01,-0.1036,-0.0755,0.6786277183594689,2022-08-01,16.607648197894697,1.0
2022-07-01,0.0311,0.0276,0.6845029153737272,2023-01-01,-8.334693105529807,0.0
2022-08-01,-0.0123,-0.0166,0.6917462779098342,2023-01-01,-13.656882478230989,0.0
2022-09-01,-0.0445,-0.0337,0.6734754181084079,2023-01-01,-10.10579611792418,0.0
2022-10-01,0.0384,0.0535,0.6482059392949711,2023-01-01,-5.748432193504419,0.0
2022-11-01,0.0666,0.0966,0.598759761116122,2023-01-01,-4.4265968847105395,0.0
2022-12-01,-0.0364,-0.0285,0.5861295590033047,2023-10-01,1.9374608013489698,1.0
2023-01-01,0.0515,0.0697,0.5572620010294445,2023-11-01,3.7481717314795477,1.0
2023-02-01,-0.0031,-0.0227,0.5877843362496216,2023-12-01,3.3500852393955975,1.0
2023-03-01,-0.0462,-0.0208,0.5474546141088812,2023-11-01,5.9307793894160845,1.0
2023-04-01,0.0351,0.0321,0.5520969779512079,2023-11-01,4.712046365648812,1.0
2023-05-01,-0.0382,-0.058,0.5828284981146419,2023-07-01,-3.6580767466841815,0.0
2023-06-01,0.0288,0.0385,0.5674750616829298,2023-11-01,4.5081895262784295,1.0
2023-07-01,0.0376,0.0411,0.5619888989670396,2023-11-01,3.25383385352323,1.0
2023-08-01,-0.021,-0.0477,0.6036940025694595,2024-06-01,-2.8522949116859246,0.0
2023-09-01,-0.0248,-0.0297,0.6115521031820497,2024-07-01,-4.532943778480828,0.0
2023-10-01,-0.0327,-0.0292,0.6059116708209127,2024-08-01,-6.2636264117803195,0.0
2023-11-01,0.0999,0.0833,0.6325698045565398,2024-09-01,-9.305191746409156,0.0
2023-12-01,0.0101,0.0283,0.6028570341136108,2024-09-01,-7.555012061484078,0.0
2024-01-01,-0.0174,-0.0285,0.6206487471922721,2024-08-01,-15.973095719828896,0.0
2024-02-01,-0.0237,-0.0228,0.6191901633197991,2024-08-01,-13.279786116974478,0.0
2024-03-01,0.012,0.0277,0.5937688777556782,2024-08-01,-11.523852243289726,0.0
2024-04-01,0.0252,0.0286,0.588350063571309,2024-07-01,-10.072379942356031,0.0
2024-05-01,0.0009,0.0094,0.5748490880309529,2024-08-01,-5.152378987137855,0.0
2024-06-01,0.0286,0.0416,0.5543760498865504,2024-08-01,-11.443411419010184,0.0
2024-07-01,0.0352,0.041,0.5453606687972083,2024-12-01,4.19177333956823,1.0
