Date,OEZAKLAF_YoY,USDZAR_Ent,PPP.ZA.Index_QS,LocalBonds_Ent,SA_CDS_Lambda_QS,XAULempZiev,US_RB_Lambda_QS,SA_RB_Lambda,SA_CDS_Lambda,US_NB_Lambda,SA_NB_Lambda_QS
2022-03-28,0.9482,14.0,1.0,12.2,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2022-04-04,0.9482,14.0,1.0,12.2,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2022-04-11,0.9482,14.2,1.0,12.4,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2022-04-18,0.9482,13.8,1.0,13.0,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2022-04-25,0.9482,14.0,1.0,12.4,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2022-05-02,0.6432,13.6,1.0,12.6,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2022-05-09,0.6432,14.0,1.0,12.2,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2022-05-16,0.6432,14.2,1.0,12.0,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2022-05-23,0.6432,13.2,1.0,12.4,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2022-05-30,0.3264,13.2,1.0,12.4,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2022-06-06,0.3264,14.0,1.0,11.8,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2022-06-13,0.3264,14.8,1.0,12.4,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2022-06-20,0.3264,14.0,1.0,11.4,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2022-06-27,0.1726,14.0,1.0,12.4,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2022-07-04,0.059,13.8,1.0,11.8,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2022-07-11,0.059,13.8,1.0,12.0,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2022-07-18,0.059,14.2,1.0,12.2,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2022-07-25,0.059,14.2,1.0,12.4,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2022-08-01,-0.1238,13.8,1.0,12.4,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2022-08-08,-0.1238,13.8,1.0,12.2,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2022-08-15,-0.1238,13.8,1.0,11.8,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2022-08-22,-0.1238,14.4,1.0,12.4,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2022-08-29,-0.2462,13.8,1.0,13.4,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2022-09-05,-0.2462,14.0,1.0,13.6,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2022-09-12,-0.2462,13.4,1.0,13.8,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2022-09-19,-0.2462,14.0,1.0,14.0,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2022-09-26,-0.2462,13.6,1.0,13.6,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2022-10-03,-0.352,13.8,1.0,13.8,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2022-10-10,-0.352,13.8,1.0,14.2,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2022-10-17,-0.352,14.0,1.0,14.4,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2022-10-24,-0.352,13.4,1.0,14.0,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2022-10-31,-0.4495,14.0,1.0,14.0,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2022-11-07,-0.4495,14.2,1.0,14.2,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2022-11-14,-0.4495,13.6,1.0,13.4,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2022-11-21,-0.4495,14.0,1.0,14.0,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2022-11-28,-0.5468,13.4,1.0,13.8,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2022-12-05,-0.5468,14.0,1.0,13.8,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2022-12-12,-0.5468,13.2,1.0,13.4,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2022-12-19,-0.5468,13.6,1.0,14.2,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2022-12-26,-0.5468,13.8,1.0,14.6,1.0,14.8,1.0,1.37,1.37,1.37,1.0
2023-01-02,-0.6487,13.4,1.0,13.8,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2023-01-09,-0.6487,13.8,1.0,14.0,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2023-01-16,-0.6487,13.6,1.0,13.2,1.0,15.0,1.0,1.37,1.37,1.37,1.0
2023-01-23,-0.6487,14.2,1.0,13.8,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2023-01-30,-0.7625,14.0,0.48,14.2,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2023-02-06,-0.7625,13.8,0.48,13.8,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2023-02-13,-0.7625,13.8,0.48,13.8,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2023-02-20,-0.7625,14.2,0.48,14.0,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2023-02-27,-0.7852,13.8,0.48,14.0,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2023-03-06,-0.8841,13.8,0.48,14.4,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2023-03-13,-0.8841,13.8,0.48,13.4,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2023-03-20,-0.8841,13.8,0.48,13.6,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2023-03-27,-0.8606,13.6,0.48,13.2,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2023-04-03,-0.9966,13.6,0.48,13.8,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2023-04-10,-0.9966,13.6,0.48,13.2,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2023-04-17,-0.9966,13.2,0.48,13.0,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2023-04-24,-0.9966,13.6,0.48,12.6,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2023-05-01,-1.0902,13.6,0.48,13.0,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2023-05-08,-1.0902,13.8,0.48,12.8,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2023-05-15,-1.0902,14.0,0.48,12.6,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2023-05-22,-1.0902,14.2,0.48,12.4,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2023-05-29,-1.1559,13.6,0.48,12.2,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2023-06-05,-1.1559,14.2,0.48,12.0,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2023-06-12,-1.1559,13.8,0.48,12.0,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2023-06-19,-1.1559,14.0,0.48,12.0,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2023-06-26,-1.1559,13.6,0.48,12.0,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2023-07-03,-1.1967,13.6,0.48,12.8,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2023-07-10,-1.1967,14.2,0.48,12.0,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2023-07-17,-1.1967,14.6,0.48,12.6,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2023-07-24,-1.1967,15.0,0.48,13.0,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2023-07-31,-1.2178,14.4,0.48,12.4,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2023-08-07,-1.2178,14.6,0.48,12.8,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2023-08-14,-1.2178,14.8,0.48,12.2,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2023-08-21,-1.2178,14.4,0.48,12.6,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2023-08-28,-1.224,14.6,0.48,13.0,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2023-09-04,-1.224,15.0,0.48,13.6,1.0,12.4,1.0,1.37,1.37,1.37,1.0
2023-09-11,-1.224,14.2,0.48,13.2,1.0,12.4,1.0,1.37,1.37,1.37,1.0
2023-09-18,-1.224,14.4,0.48,13.2,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2023-09-25,-1.224,14.4,0.48,13.6,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2023-10-02,-1.2168,14.6,0.48,13.8,1.0,12.4,1.0,1.37,1.37,1.37,1.0
2023-10-09,-1.2168,14.2,0.48,13.4,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2023-10-16,-1.2168,14.6,0.48,13.8,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2023-10-23,-1.2168,14.4,0.48,14.0,1.0,12.4,1.0,1.37,1.37,1.37,1.0
2023-10-30,-1.2045,14.6,0.48,13.4,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2023-11-06,-1.2045,14.0,0.48,13.4,1.0,12.4,1.0,1.37,1.37,1.37,1.0
2023-11-13,-1.2045,14.4,0.48,13.4,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2023-11-20,-1.2045,14.2,0.48,13.6,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2023-11-27,-1.157,14.2,0.48,13.8,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2023-12-04,-1.1947,13.4,0.48,13.4,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2023-12-11,-1.1947,13.6,0.48,13.0,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2023-12-18,-1.1947,14.0,0.48,13.2,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2023-12-25,-1.1947,14.0,0.48,13.0,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2024-01-01,-1.1848,13.8,0.48,13.2,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2024-01-08,-1.1848,13.4,0.48,13.0,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2024-01-15,-1.1848,13.6,0.48,13.0,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2024-01-22,-1.1848,14.0,0.48,13.2,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2024-01-29,-1.1557,14.8,0.74,12.8,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2024-02-05,-1.1557,14.4,0.74,12.6,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2024-02-12,-1.1557,13.8,0.74,13.2,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2024-02-19,-1.1557,13.8,0.74,12.6,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2024-02-26,-1.1557,14.2,0.74,12.8,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2024-03-04,-1.0928,14.8,0.74,12.8,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2024-03-11,-1.0928,14.6,0.74,12.4,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2024-03-18,-1.0928,14.6,0.74,12.6,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2024-03-25,-1.0928,13.8,0.74,12.2,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2024-04-01,-0.9756,14.6,0.74,12.4,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2024-04-08,-0.9756,14.2,0.74,12.2,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2024-04-15,-0.9756,14.4,0.74,12.0,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2024-04-22,-0.9756,13.8,0.74,12.0,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2024-04-29,-0.8005,13.2,0.74,12.6,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2024-05-06,-0.8005,13.6,0.74,12.0,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2024-05-13,-0.8005,14.2,0.74,12.6,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2024-05-20,-0.8005,14.6,0.74,12.0,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2024-05-27,-0.6286,13.8,0.74,12.4,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2024-06-03,-0.5911,14.0,0.74,12.4,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2024-06-10,-0.5911,14.2,0.74,12.8,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2024-06-17,-0.5911,14.4,0.74,12.2,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2024-06-24,-0.5911,14.4,0.74,12.4,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2024-07-01,-0.3732,14.4,0.74,12.4,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2024-07-08,-0.3732,14.0,0.74,12.2,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2024-07-15,-0.3732,14.2,0.74,12.8,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2024-07-22,-0.3732,14.2,0.74,12.4,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2024-07-29,-0.1617,14.6,0.74,12.6,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2024-08-05,-0.1617,13.8,0.74,13.0,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2024-08-12,-0.1617,14.0,0.74,12.8,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2024-08-19,-0.1617,13.8,0.74,13.2,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2024-08-26,-0.0724,14.2,0.74,13.2,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2024-09-02,0.0433,13.8,0.74,12.8,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2024-09-09,0.0433,13.6,0.74,12.6,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2024-09-16,0.0433,13.4,0.74,13.0,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2024-09-23,0.0433,13.4,0.74,12.8,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2024-09-30,0.2436,13.2,0.74,13.0,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2024-10-07,0.2436,13.0,0.74,12.0,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2024-10-14,0.2436,12.4,0.74,12.8,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2024-10-21,0.2436,13.2,0.74,12.4,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2024-10-28,0.4441,13.2,0.74,12.6,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2024-11-04,0.4441,12.6,0.74,12.4,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2024-11-11,0.4441,12.6,0.74,12.2,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2024-11-18,0.4441,12.2,0.74,12.8,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2024-11-25,0.4441,12.0,0.74,12.2,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2024-12-02,0.6399,12.6,0.74,12.8,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2024-12-09,0.6399,12.0,0.74,12.0,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2024-12-16,0.6399,12.4,0.74,11.8,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2024-12-23,0.6399,11.8,0.74,12.4,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2024-12-30,0.8043,12.0,0.74,12.4,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2025-01-06,0.8043,12.0,0.74,12.6,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2025-01-13,0.8043,12.0,0.74,12.2,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2025-01-20,0.8043,12.4,0.74,12.4,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2025-01-27,0.8404,11.8,0.74,12.4,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2025-02-03,0.9245,12.2,1.0,12.6,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2025-02-10,0.9245,12.4,1.0,12.2,1.0,12.2,1.0,1.37,1.37,1.37,1.0
2025-02-17,0.9245,12.8,1.0,12.2,1.0,12.4,1.0,1.37,1.37,1.37,1.0
2025-02-24,0.9245,12.6,1.0,12.6,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2025-03-03,1.0074,13.2,1.0,12.4,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2025-03-10,1.0074,13.0,1.0,12.4,1.0,12.0,1.0,1.37,1.37,1.37,1.0
2025-03-17,1.0074,13.4,1.0,12.0,1.0,12.4,1.0,1.37,1.37,1.37,1.0
2025-03-24,1.0074,13.4,1.0,11.8,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2025-03-31,1.0408,13.4,1.0,11.8,1.0,12.6,1.0,1.37,1.37,1.37,1.0
2025-04-07,1.0408,14.0,1.0,11.6,1.0,13.0,1.0,1.37,1.37,1.37,1.0
2025-04-14,1.0408,13.8,1.0,12.0,1.0,12.8,1.0,1.37,1.37,1.37,1.0
2025-04-21,1.0408,13.6,1.0,11.6,1.0,12.4,1.0,1.37,1.37,1.37,1.0
2025-04-28,1.0263,13.2,1.0,11.6,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2025-05-05,1.0263,13.4,1.0,11.4,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2025-05-12,1.0263,13.4,1.0,11.6,1.0,13.4,1.0,1.37,1.37,1.37,1.0
2025-05-19,1.0263,14.0,1.0,12.4,1.0,13.2,1.0,1.37,1.37,1.37,1.0
2025-05-26,1.0263,14.2,1.0,12.4,1.0,13.6,1.0,1.37,1.37,1.37,1.0
2025-06-02,0.9837,14.8,1.0,11.6,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2025-06-09,0.9837,14.2,1.0,12.0,1.0,15.0,1.0,1.37,1.37,1.37,1.0
2025-06-16,0.9837,14.4,1.0,11.6,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2025-06-23,0.9837,14.4,1.0,12.2,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2025-06-30,0.9311,14.2,1.0,11.8,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2025-07-07,0.9311,14.0,1.0,11.8,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2025-07-14,0.9311,14.0,1.0,12.0,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2025-07-21,0.9311,13.4,1.0,11.6,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2025-07-28,0.8775,14.2,1.0,12.4,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2025-08-04,0.8775,13.4,1.0,11.8,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2025-08-11,0.8775,13.8,1.0,12.2,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2025-08-18,0.8775,13.0,1.0,12.0,1.0,14.6,1.0,1.37,1.37,1.37,1.0
2025-08-25,0.8775,13.0,1.0,12.2,1.0,14.4,1.0,1.37,1.37,1.37,1.0
2025-09-01,0.8224,13.0,1.0,12.6,1.0,14.2,1.0,1.37,1.37,1.37,1.0
2025-09-08,0.8224,13.2,1.0,12.6,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2025-09-15,0.8224,13.4,1.0,12.4,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2025-09-22,0.8224,13.8,1.0,11.8,1.0,14.0,1.0,1.37,1.37,1.37,1.0
2025-09-29,0.7549,13.0,1.0,12.0,1.0,13.8,1.0,1.37,1.37,1.37,1.0
2025-10-06,0.7549,13.4,1.0,12.4,1.0,13.6,1.0,1.37,1.37,1.37,1.0
