Date,SA_NB_Level,SA_NB_Slope,SA_NB_Curvature,SA_NB_Level_QS,SA_NB_Slope_QS,SA_NB_Curvature_QS,SA_NB_Level_TS,SA_NB_Slope_TS,US_NB_Level,US_NB_Slope,US_NB_Curvature,US_NB_Level_QS,US_NB_Slope_QS,US_NB_Curvature_QS,US_NB_Level_TS,US_NB_Slope_TS,USDZARV1W.Curncy_QS,USDZARV2W.Curncy_QS,USDZARV3W.Curncy_QS,USDZARV1M.Curncy_QS,USDZARV2M.Curncy_QS,USDZARV3M.Curncy_QS,USDZARV6M.Curncy_QS,USDZARV9M.Curncy_QS,USDZARV1Y.Curncy_QS,USDZARV18M.Curncy_QS,USDZAR_Vol_Level.1
2020-04-01,12.3927554,-6.039210249,-10.77969936,0.991,0.008,0.012,9.125507533,-10.733392,1.104576323,-0.596724523,-2.705496149,0.006,0.685,0.392,-22.5413781,-15.52349238,0.972,0.958,0.956,0.95,0.938,0.922,0.77,0.73,0.656,0.582,-70.20017113
2020-05-01,12.4045523,-7.172091573,-14.30741868,0.982,0.007,0.002,13.43634859,-16.77343898,1.034132499,-0.575308513,-2.556110337,0.014,0.671,0.404,-31.07752645,-18.88936811,0.814,0.842,0.858,0.858,0.86,0.854,0.764,0.724,0.716,0.71,-58.52034566
2020-06-01,11.10763974,-6.087282308,-11.80997444,0.955,0.035,0.03,15.62403734,-18.03555755,1.114932361,-0.457486693,-3.17780288,0.035,0.693,0.277,-27.68022806,-21.3356562,0.556,0.618,0.614,0.588,0.606,0.58,0.622,0.62,0.598,0.542,-47.85493988
2020-07-01,11.28445063,-6.473594141,-12.42243523,0.953,0.028,0.025,16.98713058,-22.35413607,1.117862316,-0.429129962,-3.2605972,0.038,0.696,0.239,-25.0562457,-20.63256902,0.49,0.526,0.584,0.616,0.596,0.604,0.602,0.6,0.59,0.538,-50.11592853
2020-08-01,11.68319495,-6.884094448,-14.52306967,0.951,0.019,0.008,17.98394002,-26.52474324,0.936422804,-0.397366556,-2.805165606,0.002,0.701,0.355,-27.774689,-18.5036054,0.732,0.67,0.674,0.642,0.64,0.628,0.628,0.632,0.622,0.534,-49.62751013
2020-09-01,11.79596625,-7.300644658,-15.38246973,0.952,0.005,0.013,19.06491323,-30.57647917,1.192872269,-0.517855795,-3.55275255,0.106,0.62,0.165,-27.41490433,-14.7853743,0.628,0.634,0.634,0.664,0.644,0.666,0.654,0.644,0.634,0.552,-50.69051602
2020-10-01,11.90176,-7.329500366,-15.83174182,0.962,0.01,0.009,17.99624334,-32.76636163,1.160450751,-0.521627301,-3.431252948,0.109,0.599,0.191,-25.93706897,-11.07779781,0.782,0.786,0.812,0.838,0.896,0.886,0.804,0.804,0.808,0.776,-55.66945105
2020-11-01,11.98226412,-7.330876356,-16.28719983,0.957,0.025,0.008,16.50668666,-32.24149912,1.378839625,-0.685597463,-3.947049682,0.162,0.535,0.025,-20.22812651,-12.98129697,0.928,0.914,0.9,0.864,0.774,0.752,0.784,0.816,0.812,0.75,-55.15738061
2020-12-01,11.2350071,-6.662950003,-13.74126681,0.855,0.108,0.107,12.08155014,-25.23254366,1.319895798,-0.683537859,-3.722727446,0.159,0.531,0.105,20.37358898,-19.81759908,0.512,0.496,0.462,0.446,0.496,0.476,0.426,0.404,0.316,0.234,-47.47632999
2021-01-01,10.61033056,-6.020724135,-11.75260594,0.805,0.179,0.165,-21.56406674,21.2547887,1.404316249,-0.69270301,-4.112389312,0.186,0.524,0.013,27.79267528,-25.13616628,0.646,0.728,0.734,0.718,0.708,0.664,0.562,0.506,0.376,0.274,-48.38665534
2021-02-01,10.74948416,-6.258825181,-12.06061365,0.802,0.164,0.167,-20.59332351,21.52926916,1.636958046,-0.869934313,-4.746977121,0.23,0.464,0.002,35.13020813,-31.69544819,0.794,0.782,0.774,0.78,0.748,0.748,0.736,0.722,0.674,0.516,-50.51818898
2021-03-01,10.75346623,-6.541900984,-9.570785422,0.799,0.129,0.24,-20.33090133,17.8780387,2.055083465,-1.245540667,-5.567175256,0.345,0.215,0.006,34.13660431,-30.11354471,0.894,0.888,0.888,0.86,0.81,0.792,0.808,0.804,0.784,0.692,-55.02697158
2021-04-01,11.41958505,-7.076462424,-10.71440654,0.868,0.071,0.238,-13.82139339,-13.57783163,2.3539369,-1.483763849,-6.230711108,0.445,0.043,0.005,34.7695838,-29.91091348,0.34,0.542,0.614,0.652,0.718,0.77,0.82,0.844,0.834,0.826,-50.50394088
2021-05-01,11.31505909,-7.024240593,-11.42450285,0.851,0.079,0.203,-13.39598271,-10.89842396,2.234166596,-1.441783735,-5.872147556,0.414,0.043,0.03,43.55439847,-38.00753451,0.268,0.284,0.268,0.222,0.258,0.264,0.296,0.298,0.292,0.296,-42.86177347
2021-06-01,10.74395428,-6.604452621,-9.521844949,0.736,0.17,0.301,-14.44873703,-10.33257802,2.178373511,-1.362745347,-5.888812998,0.401,0.111,0.045,48.95989353,-44.1424305,0.114,0.132,0.13,0.138,0.162,0.2,0.214,0.21,0.184,0.1,-41.10255974
2021-07-01,10.61590706,-6.539911073,-8.342308393,0.705,0.194,0.325,-17.38225496,8.749073351,2.0077345,-1.354450667,-4.85522646,0.322,0.134,0.103,43.39152273,-46.01842471,0.25,0.204,0.182,0.182,0.176,0.206,0.198,0.2,0.182,0.098,-42.68144616
2021-08-01,10.56738017,-6.270404603,-8.783961981,0.684,0.272,0.313,-17.13323299,9.843683293,1.78260684,-1.118209838,-4.597812121,0.264,0.368,0.128,27.7704118,-34.12435535,0.396,0.33,0.308,0.258,0.272,0.268,0.256,0.258,0.264,0.226,-42.69092408
2021-09-01,10.46958457,-6.26289249,-8.683948614,0.644,0.292,0.33,-15.42783301,7.649934233,1.842118424,-1.212993812,-4.573753408,0.301,0.274,0.138,-24.62647672,-24.55354149,0.374,0.348,0.35,0.384,0.34,0.33,0.352,0.352,0.344,0.334,-45.46089736
2021-10-01,11.09859105,-7.01004143,-9.094552109,0.807,0.083,0.312,-11.79010253,5.594111201,2.065661325,-1.477685447,-4.704673598,0.419,0.021,0.115,-20.26101668,-19.85761954,0.656,0.662,0.602,0.544,0.544,0.518,0.48,0.49,0.506,0.51,-50.18730712
2021-11-01,11.28969278,-7.489201826,-7.385456729,0.839,0.011,0.414,11.88081991,-10.11801348,2.021529016,-1.675598864,-3.579547842,0.392,0.008,0.27,13.06839576,-19.22984231,0.674,0.594,0.572,0.524,0.478,0.46,0.424,0.396,0.394,0.406,-47.13308009
2021-12-01,11.24662756,-6.839075632,-9.19553334,0.821,0.159,0.311,14.00996283,-11.98958517,1.857069547,-1.618339285,-2.815724623,0.322,0.027,0.39,11.2761293,-24.57934289,0.584,0.588,0.604,0.628,0.608,0.58,0.554,0.548,0.53,0.528,-50.48702378
2022-01-01,10.83910947,-6.437817815,-8.377701229,0.695,0.316,0.401,10.09800247,12.54772415,1.926951722,-1.781863918,-2.211074615,0.375,0.012,0.498,-11.55370447,-27.02194019,0.232,0.27,0.36,0.356,0.416,0.482,0.49,0.51,0.49,0.486,-44.52107973
2022-02-01,10.86070617,-6.240382688,-8.64046854,0.697,0.399,0.385,-10.28648249,20.95679133,2.128993751,-2.026421328,-1.012780282,0.513,0.011,0.795,9.867833487,-36.9925479,0.498,0.476,0.48,0.484,0.536,0.468,0.438,0.384,0.436,0.414,-49.95393052
2022-03-01,10.92280105,-6.597144865,-6.914419761,0.715,0.245,0.482,-14.95400201,15.75737458,2.142431114,-2.018133058,-0.215055126,0.523,0.032,0.907,16.5853706,-46.79908835,0.77,0.688,0.694,0.72,0.616,0.558,0.528,0.53,0.602,0.594,-53.17511779
2022-04-01,10.83024447,-6.474943405,-5.150125672,0.655,0.329,0.546,6.01643771,7.190117015,2.464320925,-2.719593339,2.512312543,0.704,0.006,0.999,19.24264201,-43.292134,0.226,0.196,0.124,0.122,0.188,0.242,0.306,0.338,0.382,0.396,-47.07521746
2022-05-01,11.32089098,-6.928627843,-5.842885709,0.837,0.151,0.526,6.802074353,6.613205192,3.018113819,-2.953661506,2.416166886,0.889,0.005,0.992,24.84852279,-47.68577548,0.908,0.846,0.828,0.73,0.716,0.68,0.698,0.722,0.726,0.756,-51.25308013
2022-06-01,11.15225798,-6.36297327,-4.706437098,0.766,0.418,0.587,8.550919598,5.592639096,3.108377402,-2.351942843,0.758217089,0.937,0.054,0.948,33.28209238,-45.85709589,0.52,0.584,0.808,0.688,0.71,0.66,0.69,0.664,0.654,0.712,-51.12539765
2022-07-01,11.93206716,-6.924225248,-5.197754008,0.942,0.162,0.58,11.22609077,6.369721861,3.11162598,-1.662609153,1.630754341,0.919,0.165,0.956,42.56830508,-30.61961722,0.776,0.812,0.814,0.832,0.82,0.83,0.854,0.882,0.87,0.928,-53.58002173
2022-08-01,11.38543329,-5.649665763,-3.494391494,0.814,0.583,0.79,15.86298971,5.12300364,2.850295374,-0.394945523,0.656034706,0.793,0.696,0.909,34.48735798,22.82500286,0.506,0.478,0.752,0.426,0.488,0.484,0.572,0.618,0.674,0.702,-48.00166205
2022-09-01,11.5837167,-5.949597171,-3.882363823,0.852,0.572,0.67,11.96902349,9.800924194,3.231068438,-0.453627918,1.488345188,0.953,0.65,0.94,33.12521444,30.91366385,0.462,0.44,0.754,0.542,0.448,0.484,0.504,0.556,0.59,0.632,-49.59368963
2022-10-01,11.88137977,-5.765638175,-2.314084455,0.919,0.598,0.994,12.79640693,12.74901861,3.814156351,-0.897262833,2.694913274,0.999,0.402,0.99,35.76683873,26.39003424,0.924,0.94,0.954,0.9,0.93,0.916,0.892,0.876,0.876,0.888,-52.55641864
2022-11-01,11.88318994,-5.5639881,-3.505794836,0.917,0.629,0.781,15.46608152,15.07312367,4.138130126,-0.012239412,1.488349853,0.996,0.836,0.913,42.50426746,28.44006862,0.916,0.904,0.648,0.8,0.754,0.622,0.63,0.614,0.604,0.65,-53.31018904
2022-12-01,11.33487866,-4.683326549,-3.564254958,0.744,0.672,0.759,12.97586017,20.7672871,3.627099846,0.75957057,1.810881511,0.959,0.998,0.925,42.78677207,35.10207951,0.684,0.77,0.584,0.694,0.502,0.52,0.5,0.51,0.526,0.604,-51.43405388
2023-01-01,11.35879621,-4.312497335,-3.647258718,0.741,0.689,0.735,11.35462875,25.91364776,3.839565707,0.645423644,1.370787847,0.972,0.968,0.863,31.63623902,43.35841785,0.434,0.63,0.482,0.524,0.492,0.588,0.54,0.566,0.564,0.596,-46.44451207
2023-02-01,11.04969058,-3.881175443,-4.323594561,0.571,0.713,0.618,-11.60030006,34.23699905,3.839565707,0.645423644,1.370787847,0.972,0.968,0.863,31.63623902,43.35841785,0.79,0.796,0.6,0.658,0.74,0.72,0.708,0.73,0.76,0.796,-51.24382998
2023-03-01,11.53617843,-4.1776515,-5.450958754,0.799,0.708,0.562,-6.818634589,37.46728381,3.839565707,0.645423644,1.370787847,0.972,0.968,0.863,31.63623902,43.35841785,0.302,0.512,0.438,0.574,0.522,0.524,0.656,0.744,0.752,0.778,-48.59064107
2023-04-01,11.31041142,-3.500636961,-4.595258705,0.684,0.766,0.645,12.43816106,42.24198452,3.839565707,0.645423644,1.370787847,0.972,0.968,0.863,31.63623902,43.35841785,0.386,0.444,0.372,0.284,0.366,0.386,0.522,0.532,0.532,0.6,-46.45154681
2023-05-01,11.64102901,-3.216718124,-4.700510191,0.803,0.778,0.659,12.14901142,47.99703338,3.839565707,0.645423644,1.370787847,0.972,0.968,0.863,31.63623902,43.35841785,0.19,0.15,0.11,0.068,0.092,0.11,0.18,0.236,0.212,0.248,-43.28275284
2023-06-01,12.79835398,-4.225769008,-4.779430313,0.982,0.711,0.671,17.67318164,36.35771958,3.839565707,0.645423644,1.370787847,0.972,0.968,0.863,31.63623902,43.35841785,0.848,0.856,0.68,0.834,0.798,0.862,0.826,0.75,0.718,0.662,-52.91414195
2023-07-01,12.07059179,-2.914046044,-5.148849832,0.92,0.826,0.649,18.07757374,36.53476973,3.839565707,0.645423644,1.370787847,0.972,0.968,0.863,31.63623902,43.35841785,0.074,0.056,0.074,0.068,0.034,0.022,0.02,0.044,0.04,0.044,-43.05824549
2023-08-01,11.83246832,-2.656392821,-5.225939009,0.84,0.863,0.652,15.52376043,38.29989965,3.839565707,0.645423644,1.370787847,0.972,0.968,0.863,31.63623902,43.35841785,0.738,0.674,0.394,0.504,0.324,0.268,0.146,0.104,0.072,0.07,-49.51589122
2023-09-01,12.38219863,-3.245188005,-7.317325806,0.952,0.811,0.478,17.00691177,35.90911754,3.839565707,0.645423644,1.370787847,0.972,0.968,0.863,31.63623902,43.35841785,0.3,0.33,0.292,0.236,0.292,0.292,0.258,0.272,0.244,0.284,-48.69184756
2023-10-01,13.07418916,-4.001277011,-7.383612004,0.99,0.741,0.492,21.53081035,23.74492142,3.839565707,0.645423644,1.370787847,0.972,0.968,0.863,31.63623902,43.35841785,0.194,0.132,0.164,0.106,0.144,0.136,0.08,0.146,0.158,0.16,-44.31681945
2023-11-01,12.93041477,-3.563540641,-7.640007198,0.967,0.816,0.487,27.29237742,-15.00919682,3.839565707,0.645423644,1.370787847,0.972,0.968,0.863,31.63623902,43.35841785,0.526,0.352,0.208,0.168,0.102,0.07,0.096,0.21,0.282,0.258,-49.88610434
2023-12-01,11.96112925,-2.826249347,-6.006753693,0.8,0.925,0.617,20.18189481,11.88080988,3.839565707,0.645423644,1.370787847,0.972,0.968,0.863,31.63623902,43.35841785,0.266,0.368,0.188,0.052,0.076,0.05,0.074,0.072,0.08,0.084,-46.5685513
