Date,OEZAKLAF_YoY,USDZAR_Ent,PPP.ZA.Index_QS,LocalBonds_Ent,SA_CDS_Lambda_QS,XAULempZiev,US_RB_Lambda_QS,SA_RB_Lambda,SA_CDS_Lambda,US_NB_Lambda
2012-08-27,0.3012905959333788,0.6094151787391541,0.3939380364335249,-1.0846864500384938,0.0,0.11005911656723781,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2012-09-03,0.29978907794209386,0.34960992061081936,0.3939380364335249,-1.3557616631124594,0.0,0.6607463688574019,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2012-09-10,0.29978907794209386,0.6094151787391541,0.3939380364335249,-1.3557616631124594,0.0,0.38540274271231867,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2012-09-17,0.29978907794209386,0.8692204368674912,0.3939380364335249,-1.3557616631124594,0.0,1.2114336211475636,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2012-09-24,0.29978907794209386,0.8692204368674912,0.3939380364335249,-1.0846864500384938,0.0,0.6607463688574019,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2012-10-01,0.3361416187837299,0.08980466248248227,0.3939380364335249,-0.8136112369645306,0.0,0.11005911656723781,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2012-10-08,0.3361416187837299,0.34960992061081936,0.3939380364335249,-0.8136112369645306,0.0,0.11005911656723781,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2012-10-15,0.3361416187837299,-0.42980585377418723,0.3939380364335249,-0.8136112369645306,0.0,-0.44062813572292636,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2012-10-22,0.3361416187837299,-0.1700005956458525,0.3939380364335249,-1.0846864500384938,0.0,0.11005911656723781,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2012-10-29,0.32910819240350025,0.08980466248248227,0.3939380364335249,-0.8136112369645306,0.0,-0.44062813572292636,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2012-11-05,0.32910819240350025,-0.6896111119025243,0.3939380364335249,-1.0846864500384938,0.0,-0.44062813572292636,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2012-11-12,0.32910819240350025,-0.42980585377418723,0.3939380364335249,-0.5425360238905675,0.0,-0.44062813572292636,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2012-11-19,0.32910819240350025,0.6094151787391541,0.3939380364335249,0.2706896153313267,0.0,-0.44062813572292636,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2012-11-26,0.26715081844732064,1.3888309531241607,0.3939380364335249,-0.5425360238905675,0.0,0.38540274271231867,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2012-12-03,0.2889623429523022,1.6486362112524977,0.3939380364335249,-0.27146081081660195,0.0,-0.44062813572292636,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2012-12-10,0.2889623429523022,1.3888309531241607,0.3939380364335249,-0.8136112369645306,0.0,-0.9913153880130905,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2012-12-17,0.2889623429523022,0.8692204368674912,0.3939380364335249,0.2706896153313267,0.0,-0.44062813572292636,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2012-12-24,0.2889623429523022,1.3888309531241607,0.3939380364335249,-0.5425360238905675,0.0,-0.7159717618680072,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2012-12-31,0.2272420507842202,1.3888309531241607,0.3939380364335249,0.2706896153313267,0.0,-0.44062813572292636,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-01-07,0.2272420507842202,0.8692204368674912,0.3939380364335249,-0.5425360238905675,0.0,-0.1652845095778455,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-01-14,0.2272420507842202,0.08980466248248227,0.3939380364335249,-0.00038559774263882945,0.0,-1.2666590141581713,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-01-21,0.2272420507842202,0.34960992061081936,0.3939380364335249,-0.8136112369645306,0.0,-0.7159717618680072,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-01-28,0.16243969537086905,0.08980466248248227,0.3939380364335249,-0.27146081081660195,0.0,-1.2666590141581713,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-02-04,0.16243969537086905,0.34960992061081936,0.3939380364335249,-0.5425360238905675,0.0,-0.44062813572292636,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-02-11,0.16243969537086905,-0.42980585377418723,0.3939380364335249,-0.27146081081660195,0.0,-0.44062813572292636,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-02-18,0.16243969537086905,-0.1700005956458525,0.3939380364335249,-0.27146081081660195,0.0,-0.1652845095778455,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-02-25,0.16243969537086905,-0.6896111119025243,0.3939380364335249,-0.27146081081660195,0.0,-0.9913153880130905,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-03-04,0.11257349260766832,-0.1700005956458525,0.3939380364335249,0.2706896153313267,0.0,-0.7159717618680072,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-03-11,0.11257349260766832,-0.1700005956458525,0.3939380364335249,0.2706896153313267,0.0,-1.5420026403032547,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-03-18,0.11257349260766832,-0.1700005956458525,0.3939380364335249,-0.27146081081660195,0.0,-0.7159717618680072,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-03-25,0.11257349260766832,-0.1700005956458525,0.3939380364335249,-0.5425360238905675,0.0,-1.2666590141581713,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-04-01,0.08388659624785555,-0.6896111119025243,0.3939380364335249,-0.5425360238905675,0.0,-0.9913153880130905,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-04-08,0.08388659624785555,-0.42980585377418723,0.3939380364335249,-0.27146081081660195,0.0,-1.8173462664483355,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-04-15,0.08388659624785555,-0.42980585377418723,0.3939380364335249,-0.8136112369645306,0.0,-1.5420026403032547,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-04-22,0.08388659624785555,-0.42980585377418723,0.3939380364335249,-0.5425360238905675,0.0,-0.9913153880130905,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-04-29,0.08728476854392152,-0.1700005956458525,0.3939380364335249,-0.8136112369645306,0.0,-0.7159717618680072,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-05-06,0.08728476854392152,-0.9494163700308591,0.3939380364335249,-1.3557616631124594,0.0,-0.7159717618680072,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-05-13,0.08728476854392152,-0.42980585377418723,0.3939380364335249,-1.0846864500384938,0.0,-0.9913153880130905,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-05-20,0.08728476854392152,-1.209221628159196,0.3939380364335249,-1.6268368761864225,0.0,-0.9913153880130905,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-05-27,0.09779539448291628,-0.1700005956458525,0.3939380364335249,-0.5425360238905675,0.0,-0.1652845095778455,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-06-03,0.11431209238705092,-0.9494163700308591,0.3939380364335249,-1.3557616631124594,0.0,0.38540274271231867,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-06-10,0.11431209238705092,-0.6896111119025243,0.3939380364335249,-1.897912089260388,0.0,0.9360899950024828,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-06-17,0.11431209238705092,-0.9494163700308591,0.3939380364335249,-1.897912089260388,0.0,0.11005911656723781,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-06-24,0.11431209238705092,-0.6896111119025243,0.3939380364335249,-1.6268368761864225,0.0,0.9360899950024828,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
