Date,p_M_gt_V,p_M_gt_Q,p_V_gt_Q,Momentum_score,Value_score,Quality_score,Momentum_w,Value_w,Quality_w
2021-09-27,0.5005845966886247,0.4930677180957682,0.6452344206279442,0.9936523147843929,0.14581901731656888,-0.8616978612762876,0.5,0.5,0.0
2021-10-04,0.4266653397069843,0.477707198117118,0.6964939236489526,0.9043725378241023,0.12315926335593685,-0.8257988782339295,0.5,0.5,0.0
2021-10-11,0.3671500210651168,0.424551344063421,0.6296812605412303,0.7917013651285378,-0.0031687183936528474,-0.9457673953953487,0.5,0.5,0.0
2021-10-18,0.3361839247244696,0.4077238510644113,0.580120263817776,0.7439077757888809,-0.0836958114577544,-1.0121558851178127,0.5,0.5,0.0
2021-10-25,0.292102462978801,0.4345732802083122,0.6105860848964636,0.7266757431871131,-0.09731145212473546,-0.9548406348952242,0.5,0.5,0.0
2021-11-01,0.3470028528856007,0.3891702413029477,0.5202543833060513,0.7361730941885484,-0.13274276380834804,-1.090575375391001,0.5,0.5,0.0
2021-11-08,0.2448775364085061,0.4010862548896167,0.5230833724363657,0.6459637912981228,-0.23203909115512822,-1.0758303726740177,0.5,0.5,0.0
2021-11-15,0.2267026075217937,0.3385276781763355,0.4934726653127502,0.5652302856981292,-0.2798247271654561,-1.1679996565109143,0.5,0.5,0.0
2021-11-22,0.2017311379720084,0.3788517583578859,0.5658068538483315,0.5805828963298943,-0.23246200817966012,-1.0553413877937827,0.5,0.5,0.0
2021-11-29,0.1537207443328842,0.3729152227772295,0.5515229183642207,0.5266359671101137,-0.2947563373028951,-1.0755618588585498,0.5,0.5,0.0
2021-12-06,0.2421183394902035,0.4173426521816463,0.5874219163966262,0.6594609916718498,-0.17045974411317022,-0.9952354314217274,0.5,0.5,0.0
2021-12-13,0.3001926001324089,0.4315352206742784,0.5649961053347989,0.7317278208066873,-0.13481129453279217,-1.0034686739909227,0.5,0.5,0.0
2021-12-20,0.1937272322716995,0.5093496036792368,0.6741948937057141,0.7030768359509363,-0.13207787402258642,-0.8164555026150492,0.5,0.5,0.0
2021-12-27,0.2970592320920765,0.471869324892161,0.541842737517914,0.7689285569842375,-0.16109803039000947,-0.986287937589925,0.5,0.5,0.0
2022-01-03,0.239041969486898,0.5452651563814227,0.6541976750680647,0.7843071258683207,-0.10676035544503737,-0.8005371685505126,0.5,0.5,0.0
2022-01-10,0.2234495274983698,0.4908009225669878,0.5739341069215487,0.7142504500653576,-0.20261636558008156,-0.9352649705114635,0.5,0.5,0.0
2022-01-17,0.3013367324098572,0.527949200881546,0.6104222070716164,0.8292859332914031,-0.08824106051852632,-0.8616285920468376,0.5,0.5,0.0
2022-01-24,0.3422130318059064,0.5087489148252592,0.6135369136865321,0.8509619466311655,-0.044250054507561476,-0.8777141714882087,0.5,0.5,0.0
2022-01-31,0.433778819253242,0.4929109035917768,0.6129471142658373,0.9266897228450188,0.04672593351907928,-0.8941419821423859,0.5,0.5,0.0
2022-02-07,0.7126108399294601,0.4661075115229885,0.4823693110268328,1.1787183514524486,0.19498015095629284,-1.0515231774501788,0.5,0.5,0.0
2022-02-14,0.7418581778544695,0.4741210738816792,0.4686243901763181,1.2159792517361487,0.21048256803078758,-1.0572545359420027,0.5,0.5,0.0
2022-02-21,0.6471910702976772,0.5527850813043143,0.5966482307348704,1.1999761516019913,0.24383930103254758,-0.8505666879608154,0.5,0.5,0.0
2022-02-28,0.5943910341298255,0.5278035416814097,0.5304444569789144,1.1221945758112353,0.12483549110873993,-0.9417520013396758,0.5,0.5,0.0
2022-03-07,0.4157535026255675,0.5449007038413498,0.5915599289005082,0.9606542064669172,0.007313431526075664,-0.863539367258142,0.5,0.5,0.0
2022-03-14,0.2683297798505679,0.5194874943554875,0.6184398883903561,0.7878172742060554,-0.11323033175907593,-0.8620726172541564,0.5,0.5,0.0
2022-03-21,0.3040672499085528,0.5359394470165102,0.6453416759125457,0.840006696925063,-0.05059107417890152,-0.8187188770709442,0.5,0.5,0.0
2022-03-28,0.4452460337301648,0.4135873420979342,0.4163637320287061,0.858833375828099,-0.13839023424112912,-1.1700489258733597,0.5,0.5,0.0
2022-04-04,0.1712898500848309,0.4506985153577189,0.5372489070327472,0.6219883654425498,-0.2914612428824219,-1.012052577609534,0.5,0.5,0.0
2022-04-11,0.226301040662343,0.3794462129576496,0.3717220973657573,0.6057472536199926,-0.4019768619718997,-1.2488316896765932,0.5,0.5,0.0
2022-04-18,0.3024712446260725,0.4635251343613864,0.4768856518957585,0.7659963789874589,-0.22064310347816907,-1.059589213742855,0.5,0.5,0.0
2022-04-25,0.3644478022955842,0.318980329190453,0.2520469797051385,0.6834281314860372,-0.38350521799927734,-1.4289726911044085,0.5,0.5,0.0
2022-05-02,0.2295114746419816,0.4078978292696256,0.4113418687449948,0.6374093039116072,-0.3591466566130236,-1.1807603019853796,0.5,0.5,0.0
2022-05-09,0.3218449615164552,0.3987804095477961,0.3566415496387997,0.7206253710642513,-0.3215134888447452,-1.2445780408134044,0.5,0.5,0.0
2022-05-16,0.3489689231582549,0.4251110537722529,0.3650449426080106,0.7740799769305078,-0.2859861342337345,-1.2098440036197364,0.5,0.5,0.0
2022-05-23,0.2718342364398101,0.3915586833676346,0.3642568637762484,0.6633929198074446,-0.36390889978394153,-1.244184452856117,0.5,0.5,0.0
2022-05-30,0.2870911713007075,0.4683568437630928,0.476180971692057,0.7554480150638003,-0.23672785700723553,-1.0554621845448504,0.5,0.5,0.0
2022-06-06,0.2381958627688131,0.4074077510722182,0.4272602382295682,0.6456036138410313,-0.3345438990016187,-1.1653320106982135,0.5,0.5,0.0
2022-06-13,0.3009274276287154,0.433092891365418,0.4899705362764884,0.7340203189941334,-0.20910203609479622,-1.0769365723580937,0.5,0.5,0.0
2022-06-20,0.4115667846878283,0.4086977579508136,0.4236738783780436,0.8202645426386419,-0.16475933693412803,-1.1676283636711429,0.5,0.5,0.0
2022-06-27,0.3364770036843548,0.4518971476242337,0.5293686818962104,0.7883741513085885,-0.13415431441943482,-1.0187341704795558,0.5,0.5,0.0
2022-07-04,0.4551595032064399,0.3850983755588428,0.4062463538957313,0.8402578787652827,-0.13859414289782873,-1.2086552705454259,0.5,0.5,0.0
2022-07-11,0.3007763566581997,0.4758292927410038,0.5872858595561443,0.7766056493992035,-0.111937783785656,-0.936884847702852,0.5,0.5,0.0
2022-07-18,0.340940143558527,0.4644636720876491,0.4878677670170919,0.805403815646176,-0.17119208942438113,-1.047668560895259,0.5,0.5,0.0
2022-07-25,0.5085237480464326,0.4969162661902548,0.539343875031907,1.0054400142366875,0.04786762307833958,-0.9637398587778382,0.5,0.5,0.0
2022-08-01,0.5057608619525799,0.5262928708178969,0.4879740887471185,1.0320537327704766,-0.006265049300301639,-0.9857330404349847,0.5,0.5,0.0
2022-08-08,0.4404274429086759,0.5766019978654845,0.5874778607219803,1.0170294407741605,0.02790530363065613,-0.8359201414125352,0.5,0.5,0.0
2022-08-15,0.4108057067226962,0.4887782855090424,0.4158965239843166,0.8995839922317386,-0.17329776929298718,-1.095325190506641,0.5,0.5,0.0
2022-08-22,0.6503060245852792,0.4132613725409939,0.294284724592687,1.0635673971262731,-0.055409250822033795,-1.2924539028663191,0.5,0.5,0.0
2022-08-29,0.4889661568833857,0.4445126288323277,0.3441334558203772,0.9334787857157134,-0.16690038729623718,-1.211353915347295,0.5,0.5,0.0
2022-09-05,0.5566006926359756,0.3811886626491925,0.2584217566640957,0.937789355285168,-0.18497755069992872,-1.3603895806867117,0.5,0.5,0.0
2022-09-12,0.5012670570318644,0.3829123596188139,0.2959253439730309,0.8841794166506782,-0.20280759899510475,-1.321162296408155,0.5,0.5,0.0
2022-09-19,0.4191871077503978,0.3907844233602039,0.344426245646116,0.8099715311106017,-0.23638664660348618,-1.26478933099368,0.5,0.5,0.0
2022-09-26,0.4769039475281139,0.4490096451781891,0.4186796652088645,0.9259135927063029,-0.10441638726302166,-1.1323106896129465,0.5,0.5,0.0
2022-10-03,0.5340349015470246,0.3708295828166725,0.3291436885233221,0.904864484363697,-0.1368214099296533,-1.3000267286600053,0.5,0.5,0.0
2022-10-10,0.5513294497566554,0.4959205336592276,0.4692198168033038,1.047249983415883,0.020549266559959256,-1.0348596495374687,0.5,0.5,0.0
2022-10-17,0.4136492441279541,0.5031879660767332,0.5250156107408763,0.9168372102046873,-0.061335145131169555,-0.9717964231823905,0.5,0.5,0.0
2022-10-24,0.3346635491930599,0.4403276215267005,0.4226015302771313,0.7749911707197604,-0.24273492052980883,-1.1370708481961682,0.5,0.5,0.0
2022-10-31,0.3210668752925726,0.3943918384671791,0.3607565447987096,0.7154587137597517,-0.3181765799087178,-1.2448516167341113,1.0,0.0,0.0
2022-11-07,0.2834840968982058,0.4321895503525179,0.4120573894302084,0.7156736472507237,-0.30445851367158583,-1.1557530602172736,1.0,0.0,0.0
2022-11-14,0.3487738206370315,0.3484580232430512,0.2953804313025192,0.6972318438800826,-0.3558457480604494,-1.3561615454544296,1.0,0.0,0.0
2022-11-21,0.3493479828196698,0.4136594292248566,0.346268927977049,0.7630074120445264,-0.3043830892032813,-1.2400716427980945,1.0,0.0,0.0
