Date,SA_NB_Level,SA_NB_Slope,SA_NB_Curvature,SA_NB_Lambda,SA_NB_R2,SA_NB_Level_QS,SA_NB_Slope_QS,SA_NB_Curvature_QS,SA_NB_Lambda_QS,SA_NB_R2_QS,SA_NB_Level_TS,SA_NB_Slope_TS,SA_RB_Level,SA_RB_Slope,SA_RB_Curvature,SA_RB_Lambda,SA_RB_R2,SA_RB_Level_QS,SA_RB_Slope_QS,SA_RB_Curvature_QS,SA_RB_Lambda_QS,SA_RB_R2_QS,SA_RB_Level_TS,SA_RB_Slope_TS,US_NB_Level,US_NB_Slope,US_NB_Curvature,US_NB_Lambda,US_NB_R2,US_NB_Level_QS,US_NB_Slope_QS,US_NB_Curvature_QS,US_NB_Lambda_QS,US_NB_R2_QS,US_NB_Level_TS,US_NB_Slope_TS,US_RB_Level,US_RB_Slope,US_RB_Curvature,US_RB_Lambda,US_RB_R2,US_RB_Level_QS,US_RB_Slope_QS,US_RB_Curvature_QS,US_RB_Lambda_QS,US_RB_R2_QS,US_RB_Level_TS,US_RB_Slope_TS,SA_CDS_Level,SA_CDS_Slope,SA_CDS_Curvature,SA_CDS_Lambda,SA_CDS_R2,SA_CDS_Level_QS,SA_CDS_Slope_QS,SA_CDS_Curvature_QS,SA_CDS_Lambda_QS,SA_CDS_R2_QS,USDZAR_Vol_Level,USDZAR_Vol_Slope,USDZAR_Vol_QS_Level,USDZAR_Vol_QS_Slope,USDZARVON.Curncy_QS,USDZARV1W.Curncy_QS,USDZARV2W.Curncy_QS,USDZARV3W.Curncy_QS,USDZARV1M.Curncy_QS,USDZARV2M.Curncy_QS,USDZARV3M.Curncy_QS,USDZARV6M.Curncy_QS,USDZARV9M.Curncy_QS,USDZARV1Y.Curncy_QS,USDZARV18M.Curncy_QS,USDZAR_Vol_Level.1,USDZAR_Vol_Slope.1,USDZAR_Vol_QS_Level.1,USDZAR_Vol_QS_Slope.1,USDZARVON.Curncy_QS.1,USDZARV1W.Curncy_QS.1,USDZARV2W.Curncy_QS.1,USDZARV3W.Curncy_QS.1,USDZARV1M.Curncy_QS.1,USDZARV2M.Curncy_QS.1,USDZARV3M.Curncy_QS.1,USDZARV6M.Curncy_QS.1,USDZARV9M.Curncy_QS.1,USDZARV1Y.Curncy_QS.1,USDZARV18M.Curncy_QS.1,USDEUR_Vol_Level,USDEUR_Vol_Slope,USDZAR_Vol_QS_Level.2,USDZAR_Vol_QS_Slope.2,EURUSDV1W.Curncy_QS,EURUSDV2W.Curncy_QS,EURUSDV1M.Curncy_QS,EURUSDV2M.Curncy_QS,EURUSDV3M.Curncy_QS,EURUSDV6M.Curncy_QS,EURUSDV9M.Curncy_QS,EURUSDV1Y.Curncy_QS
2008-10-01,8.383848497,3.560023849,-0.555365342,1.37,0.992609732,NA,NA,NA,NA,NA,-16.9033754,16.59611604,2.785183584,-0.195066762,-0.535741093,1.37,0.60679982,NA,NA,NA,NA,NA,27.82213979,-36.34604893,4.366897356,-2.860657568,-4.791710954,1.37,0.942999892,0.143,0.012,0.15,1,0.789,-12.57168948,-28.47680451,2.855682654,204.428978,-211.7478885,1.37,0.960930871,1,0.948,0.058,1,0.226,17.71869691,23.40382972,280.7505327,-214.172414,-273.9913873,1.37,0.991888577,0.985,0.019,0.402,1,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.92403766,-4.775830691,NA,NA,1,1,1,1,1,1,1,1
2008-11-01,8.881294195,2.707501575,-1.565595848,1.37,0.944426105,NA,NA,NA,NA,NA,12.08208477,12.95507971,2.722406088,-0.120821592,-0.321231564,1.37,0.527286798,NA,NA,NA,NA,NA,18.30111514,-40.9994664,4.590806172,-3.372953602,-6.688658509,1.37,0.942953087,0.412,0.008,0.04,1,0.795,-9.787244929,-26.23999459,2.926168501,-233.743433,241.3013975,1.37,0.52699893,0.997,0.008,0.993,1,0.031,21.25334159,-8.988303345,379.8287082,-198.2721139,43.93752397,1.37,0.800737973,0.985,0.055,0.993,1,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.85257541,-3.734188734,NA,NA,0.996,0.996,0.996,0.996,0.996,1,0.998,0.996
2008-12-01,8.34609443,3.883269586,-5.176244641,1.37,0.993508097,NA,NA,NA,NA,NA,-12.34801798,16.61248534,2.953754699,-0.015693437,0.020750418,1.37,0.002884248,NA,NA,NA,NA,NA,18.22261865,-32.41327426,3.509070915,-2.89167883,-5.358047369,1.37,0.929012687,0.001,0.037,0.119,1,0.717,-11.16192356,-25.07067386,2.375691888,310.8052957,-300.5493433,1.37,0.724716822,0.574,0.999,0.003,1,0.082,13.93085044,-11.04488602,440.5000777,-99.89448928,-37.79173259,1.37,0.269835875,0.977,0.212,0.977,1,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.03774024,6.121712352,NA,NA,0.944,0.948,0.952,0.964,0.974,0.988,0.99,0.988
2009-01-01,7.234024191,4.949544144,-6.015499115,1.37,0.983094257,NA,NA,NA,NA,NA,-17.30197312,21.83401879,2.959205385,0.092547363,0.35959969,1.37,0.074326931,NA,NA,NA,NA,NA,23.50569745,23.02124123,2.856214907,-2.209150584,-5.124942053,1.37,0.953837478,0.01,0.138,0.143,1,0.913,-15.25348722,-17.41243886,2.578897248,94.9179132,-100.923484,1.37,0.999996132,0.869,0.84,0.166,1,0.996,11.10994048,-10.26143125,573.5027336,-133.5831318,-1088.323473,1.37,0.981068644,0.988,0.163,0.01,1,0.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.21924871,7.741630795,NA,NA,0.904,0.94,0.966,0.982,0.984,0.992,0.99,0.992
2009-02-01,8.093367522,3.774502928,-8.405889181,1.37,0.97830594,0.54,0.954,0.004,1,0.802,-19.17362585,25.66802115,3.045863086,0.189368256,0.617135039,1.37,0.23806738,0.845,0.946,0.963,1,0.153,27.12754024,34.25093684,3.651439035,-2.660570268,-6.87846676,1.37,0.945633949,0.044,0.054,0.043,1,0.842,-19.51325839,-11.96154625,2.885527354,588.5072279,-602.5577289,1.37,0.954172587,0.983,1,0.001,1,0.24,10.93509989,11.26475561,406.7073861,-20.02986192,18.72414513,1.37,0.010156177,0.945,0.519,0.982,1,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.96104893,5.155099088,NA,NA,0.868,0.874,0.868,0.872,0.878,0.888,0.904,0.91
2009-03-01,9.118373781,1.297278841,-9.207328453,1.37,0.986083326,0.948,0.597,0.012,1,0.86,-13.03156564,12.98830941,3.148921421,0.22561094,0.725819395,1.37,0.265273025,0.862,0.936,0.948,1,0.194,33.7254656,45.40028048,3.829738254,-2.826282519,-6.782117491,1.37,0.95232992,0.066,0.047,0.056,1,0.91,-18.7750308,-7.946738717,2.9896515,239.4895262,-252.1520296,1.37,0.999929282,0.993,0.943,0.059,1,0.97,10.24889411,12.92400695,445.0548654,-13.9795158,8.397273997,1.37,0.005942261,0.946,0.56,0.964,1,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.48517941,6.26467533,NA,NA,0.796,0.788,0.796,0.804,0.818,0.824,0.832,0.854
2009-04-01,9.502101035,-0.150745942,-9.240723638,1.37,0.916934177,0.968,0.387,0.025,1,0.591,22.02807319,-25.54587263,2.594615992,-0.128598679,-0.304062461,1.37,0.272529399,0.278,0.326,0.34,1,0.205,27.09049023,14.68384472,3.507242658,-2.44108141,-6.900704388,1.37,0.936997214,0.047,0.148,0.047,1,0.791,-18.84431049,-7.970194962,2.470860291,387.4243951,-400.8173918,1.37,0.99030995,0.674,0.97,0.03,1,0.515,7.960085456,13.9910234,349.0127852,-73.29951822,69.21043869,1.37,0.158047515,0.889,0.25,0.983,1,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.27677532,4.692540564,NA,NA,0.834,0.812,0.794,0.81,0.814,0.82,0.838,0.866
2009-05-01,9.309163584,0.143432266,-9.243160002,1.37,0.939963489,0.946,0.387,0.032,1,0.634,20.05754777,-27.5987506,2.423607782,-0.268623078,-0.726973447,1.37,0.662422967,0.075,0.135,0.124,1,0.632,-14.07256549,-16.04177931,4.066373521,-3.079962493,-7.805394469,1.37,0.960960736,0.116,0.026,0.014,1,0.982,-17.44882395,-12.17508376,2.929548889,492.3840399,-507.9062977,1.37,0.978699716,0.983,0.984,0.017,1,0.352,6.59805475,16.17767113,258.0667041,-71.01350585,-42.64678466,1.37,0.692794735,0.791,0.269,0.895,1,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.87786343,4.569435077,NA,NA,0.692,0.7,0.688,0.702,0.7,0.704,0.706,0.712
2009-06-01,9.32746225,-1.888968124,-5.019344885,1.37,0.931844887,0.946,0.002,0.118,1,0.608,19.29865603,-35.86984703,2.501794646,-0.204910596,-0.529513065,1.37,0.564080245,0.178,0.193,0.179,1,0.529,-18.02437484,-19.30964915,4.431700544,-3.367667516,-8.59468794,1.37,0.973982707,0.34,0.011,0.006,1,0.998,20.60817447,-18.69401628,2.79608859,341.5400765,-356.5765264,1.37,0.998589213,0.937,0.921,0.079,1,0.834,7.905968824,15.54846544,258.4880993,-431.0449528,258.0807471,1.37,0.954086035,0.78,0.001,1,1,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.39394762,5.458020402,NA,NA,0.7,0.706,0.718,0.714,0.724,0.74,0.746,0.748
2009-07-01,9.314258981,-1.752450233,-3.57005712,1.37,0.928751026,0.929,0.021,0.144,1,0.586,19.56239401,-46.28775494,2.655591937,-0.385650463,-0.978256293,1.37,0.530546044,0.464,0.071,0.059,1,0.481,-13.55182061,-26.35313379,4.440575581,-3.523448676,-7.730979536,1.37,0.983498766,0.327,0.025,0.056,1,0.983,28.26880735,-22.81612785,2.485385598,132.2587168,-142.1088311,1.37,0.999410735,0.641,0.761,0.244,1,0.884,9.089702317,12.40702371,247.0126041,-121.1196901,-121.6366452,1.37,0.947826585,0.726,0.205,0.851,1,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.76921648,6.115975587,NA,NA,0.576,0.576,0.584,0.592,0.608,0.624,0.646,0.654
2009-08-01,9.025892511,-1.950049253,-0.173065719,1.37,0.563563679,0.851,0.023,0.426,1,0.014,20.54101642,-49.0871959,2.591815587,-0.363645155,-0.937327523,1.37,0.607387758,0.335,0.081,0.067,1,0.654,-14.57657806,-28.48946004,4.433398525,-3.564626749,-7.777669008,1.37,0.985645069,0.309,0.031,0.074,1,0.982,30.8033402,-25.38379334,2.669389471,340.0200252,-352.5777734,1.37,0.995103868,0.829,0.916,0.085,1,0.627,8.464542577,11.1482441,188.5729617,-175.3129639,-56.61848422,1.37,0.98456575,0.614,0.106,0.881,1,0.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.58579808,6.218081523,NA,NA,0.464,0.468,0.47,0.518,0.542,0.562,0.562,0.564
2009-09-01,9.065782131,-2.016694422,-3.104475779,1.37,0.956917035,0.854,0.025,0.169,1,0.689,16.50979577,-44.23420867,2.697138289,-0.437974205,-1.106004113,1.37,0.572922755,0.611,0.031,0.031,1,0.577,-13.87546931,-29.71861313,4.298463637,-3.38929245,-7.928466405,1.37,0.984131085,0.206,0.067,0.069,1,0.961,29.75423498,-26.98563403,2.60236444,263.2419309,-274.3635823,1.37,0.997012468,0.761,0.865,0.138,1,0.704,-8.790832518,-10.72964483,201.7429923,-140.3003893,-158.1350805,1.37,0.989292984,0.628,0.187,0.776,1,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.06614822,6.58585525,NA,NA,0.27,0.32,0.388,0.468,0.49,0.51,0.522,0.52
2009-10-01,9.210653316,-2.23992055,-3.097304029,1.37,0.959848585,0.878,0.003,0.174,1,0.703,14.02869162,-40.07542116,2.702211615,-0.55613522,-1.431625562,1.37,0.652244044,0.643,0.008,0.008,1,0.715,16.71385551,-36.42964682,4.165827245,-3.323153739,-7.652115453,1.37,0.985250748,0.141,0.09,0.121,1,0.959,24.66508461,-23.86536347,2.476533223,242.7960119,-255.183058,1.37,0.99962614,0.566,0.821,0.18,1,0.916,-12.13284189,-11.21002998,202.7523807,-114.5631076,-326.8222815,1.37,0.985964134,0.623,0.278,0.083,1,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56964032,5.479716647,NA,NA,0.29,0.35,0.386,0.418,0.434,0.466,0.474,0.478
2009-11-01,9.352933456,-2.264469423,-3.082308575,1.37,0.940300948,0.904,0.021,0.19,1,0.562,15.89010925,-40.94913226,2.845000793,-0.576152327,-1.506338135,1.37,0.702206307,0.844,0.021,0.017,1,0.766,20.29968781,-43.33936199,4.326439036,-3.471423243,-8.200984732,1.37,0.980590135,0.243,0.075,0.042,1,0.912,21.98869477,-23.15937298,2.564576653,337.8361994,-353.1788786,1.37,0.998038676,0.691,0.912,0.087,1,0.757,-14.60162434,-9.331404107,197.8326939,-92.60595368,-277.3371636,1.37,0.997651201,0.606,0.35,0.197,1,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.84903383,6.455720066,NA,NA,0.478,0.416,0.386,0.434,0.52,0.552,0.546,0.55
2009-12-01,9.502662054,-2.344110865,-3.519537032,1.37,0.921056048,0.942,0.024,0.159,1,0.476,15.93283146,-36.33101124,2.94958081,-0.632595897,-1.669660128,1.37,0.727901529,0.896,0.005,0.005,1,0.798,25.68310791,-45.97249437,4.181926773,-3.072791319,-9.091861113,1.37,0.966061965,0.153,0.163,0.002,1,0.869,21.22222205,-21.09515262,2.364604818,300.2290126,-316.960009,1.37,0.999766991,0.332,0.857,0.137,1,0.933,-17.99583546,-8.158472563,217.9010002,-103.4134408,-223.8699932,1.37,0.996982934,0.643,0.321,0.306,1,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.14933422,7.000928709,NA,NA,0.52,0.51,0.476,0.546,0.592,0.612,0.652,0.662
2010-01-01,9.275687296,-2.21772068,-1.976140986,1.37,0.957041598,0.84,0.057,0.283,1,0.672,12.55615355,-28.20302087,2.97398608,-0.685509903,-1.812041644,1.37,0.738309571,0.919,0.005,0.008,1,0.809,33.17972507,-54.81780993,4.777678074,-3.977586346,-8.379819604,1.37,0.986132143,0.728,0.006,0.067,1,0.962,18.70541609,-18.62931249,2.594588019,180.6416377,-196.019397,1.37,0.999924097,0.723,0.689,0.31,1,0.962,-13.8237872,-9.356851889,183.949379,-105.1883918,-195.2031741,1.37,0.995609025,0.529,0.326,0.527,1,0.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.35432823,7.926075218,NA,NA,0.078,0.292,0.45,0.504,0.504,0.51,0.494,0.496
2010-02-01,9.661445481,-2.414174827,-4.452652653,1.37,0.941957176,0.96,0.032,0.139,1,0.537,12.27586037,-25.46760984,3.099429186,-0.788267547,-2.090812937,1.37,0.745132962,0.972,0.004,0.001,1,0.806,42.11734106,-65.45787791,4.585837167,-3.513805695,-9.393193471,1.37,0.978883881,0.487,0.093,0.003,1,0.875,16.79117955,-16.30919902,2.512828136,258.6646663,-274.9380583,1.37,0.999196782,0.557,0.783,0.212,1,0.832,-12.2360454,-9.644655671,202.2905025,-93.33893643,-212.0830785,1.37,0.998487996,0.599,0.383,0.396,1,0.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.16832965,5.198326353,NA,NA,0.474,0.44,0.418,0.384,0.354,0.352,0.376,0.384
2010-03-01,9.313469583,-2.148481657,-3.450696636,1.37,0.969800948,0.823,0.112,0.189,1,0.744,13.66423392,-21.84967187,3.08373047,-0.785522478,-2.129973175,1.37,0.723831971,0.937,0.014,0.004,1,0.744,51.16200469,-72.23523469,4.591454961,-3.413277512,-9.599657717,1.37,0.975523483,0.487,0.147,0.009,1,0.848,14.79477502,-12.55137679,2.524095705,59.01454605,-73.64107625,1.37,0.999322444,0.561,0.545,0.445,1,0.827,-10.58054006,-11.50325036,183.3451126,-114.4676776,-99.63577322,1.37,0.99389854,0.499,0.298,0.831,1,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.36708625,5.396361164,NA,NA,0.472,0.446,0.422,0.354,0.32,0.37,0.378,0.374
2010-04-01,9.195050789,-2.471254147,-4.150544072,1.37,0.975771935,0.755,0.032,0.155,1,0.761,8.381894358,-16.98319779,3.105316609,-0.911198404,-2.459732399,1.37,0.731796897,0.95,0.004,0.004,1,0.753,56.33036382,-77.94935081,4.790040093,-3.709789327,-9.22218334,1.37,0.982119952,0.736,0.048,0.045,1,0.916,16.42116206,-8.572753959,2.401237635,-66.19414847,55.06255573,1.37,0.999772384,0.325,0.096,0.878,1,0.885,-13.17626884,-16.19289742,173.1415063,-111.7343477,-163.9003432,1.37,0.997983182,0.463,0.311,0.713,1,0.895,NA,NA,NA,NA,0.032,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,NA,NA,NA,NA,0.032,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,30.50274247,5.757942909,NA,NA,0.298,0.238,0.188,0.22,0.256,0.252,0.276,0.284
2010-05-01,9.180810654,-2.39671284,-5.070576237,1.37,0.966013698,0.743,0.048,0.123,1,0.691,-22.68542208,-13.90466791,2.934386449,-0.811551638,-2.193711931,1.37,0.728978871,0.784,0.031,0.031,1,0.739,52.36615267,-74.56684911,4.587290317,-3.51967072,-8.893981893,1.37,0.980327727,0.484,0.137,0.106,1,0.862,18.77736021,-8.059349433,2.215105341,179.6758305,-193.4103856,1.37,0.990161111,0.09,0.655,0.345,1,0.384,-16.49081447,-19.7941745,171.5360496,-94.01206179,-202.1106554,1.37,0.997205841,0.452,0.431,0.494,1,0.81,NA,NA,NA,NA,0.31,0.084,0.066,0.062,0.062,0.048,0.046,0.03,0.028,0.028,0.014,NA,NA,NA,NA,0.31,0.084,0.066,0.062,0.062,0.048,0.046,0.03,0.028,0.028,0.014,33.04251232,4.581456408,NA,NA,0.544,0.504,0.468,0.438,0.348,0.33,0.332,0.328
2010-06-01,9.318298321,-2.855346254,-3.328458297,1.37,0.913508656,0.806,0.011,0.26,1,0.337,-8.694233886,-15.85186829,2.841955081,-0.7574073,-2.008143605,1.37,0.761040402,0.721,0.088,0.087,1,0.844,22.8679425,-41.87267356,4.213594808,-3.066666095,-8.840496788,1.37,0.971549518,0.173,0.285,0.122,1,0.763,-7.387577933,7.037779502,2.265594249,122.2169852,-135.9434092,1.37,0.995169794,0.169,0.585,0.415,1,0.492,-17.62538026,-18.31028765,206.7676106,-97.43670459,-211.6143247,1.37,0.994195042,0.603,0.417,0.404,1,0.607,NA,NA,NA,NA,0.12,0.502,0.484,0.356,0.338,0.366,0.356,0.338,0.296,0.27,0.266,NA,NA,NA,NA,0.12,0.502,0.484,0.356,0.338,0.366,0.356,0.338,0.296,0.27,0.266,43.25474278,3.174518062,NA,NA,0.71,0.706,0.706,0.702,0.694,0.696,0.696,0.694
2010-07-01,9.403073496,-2.953228075,-3.492543667,1.37,0.90488925,0.859,0.011,0.239,1,0.278,-7.201317193,-17.26721234,2.832646464,-0.842684506,-2.218610304,1.37,0.771139449,0.716,0.029,0.03,1,0.854,-18.06393954,-31.30107176,3.846533587,-2.615496338,-8.663238405,1.37,0.958039642,0.105,0.392,0.165,1,0.687,-24.70685795,21.88428547,2.18451671,164.2533178,-178.8254409,1.37,0.998804437,0.082,0.634,0.36,1,0.714,-21.73535855,-17.82925233,213.7377468,-118.4327152,-159.6707199,1.37,0.998308528,0.619,0.29,0.73,1,0.891,NA,NA,NA,NA,0.044,0.232,0.224,0.264,0.252,0.234,0.224,0.162,0.142,0.114,0.108,NA,NA,NA,NA,0.044,0.232,0.224,0.264,0.252,0.234,0.224,0.162,0.142,0.114,0.108,39.09313742,6.680301325,NA,NA,0.508,0.538,0.562,0.618,0.638,0.664,0.686,0.698
2010-08-01,8.713865305,-2.2628444,-3.081630745,1.37,0.916803105,0.506,0.16,0.34,1,0.314,-11.39799411,-15.34382796,2.795001036,-1.145484749,-2.989390175,1.37,0.783566694,0.644,0.003,0.003,1,0.875,-19.68721642,-29.70449113,3.82793442,-2.501403235,-9.144049964,1.37,0.940281741,0.107,0.456,0.065,1,0.528,-28.45750385,31.4075573,2.391330971,276.8521645,-294.2262261,1.37,0.999699254,0.367,0.807,0.188,1,0.845,-14.45644576,17.91138277,170.3595589,-108.2166706,-128.280595,1.37,0.998234334,0.386,0.36,0.803,1,0.868,NA,NA,NA,NA,0.116,0.05,0.082,0.074,0.066,0.068,0.058,0.056,0.042,0.032,0.014,NA,NA,NA,NA,0.116,0.05,0.082,0.074,0.066,0.068,0.058,0.056,0.042,0.032,0.014,31.59556003,4.964650883,NA,NA,0.352,0.302,0.202,0.126,0.124,0.128,0.16,0.168
2010-09-01,8.449690336,-1.835519191,-4.86247812,1.37,0.973072552,0.443,0.283,0.145,1,0.739,-18.11807612,17.60360858,2.417959968,-0.810977403,-2.089833173,1.37,0.798363666,0.065,0.076,0.102,1,0.891,-24.59172874,-26.74968157,3.298149586,-2.103409383,-8.018096013,1.37,0.929231673,0.035,0.582,0.284,1,0.438,-38.96293825,47.15057727,2.069912306,275.1443349,-290.4885883,1.37,0.999999928,0.013,0.788,0.212,1,1,-14.53264894,23.72815748,190.3024516,-133.5212402,-125.0225447,1.37,0.998472886,0.477,0.213,0.808,1,0.886,NA,NA,NA,NA,0.082,0.078,0.09,0.108,0.112,0.114,0.106,0.072,0.044,0.024,0.014,NA,NA,NA,NA,0.082,0.078,0.09,0.108,0.112,0.114,0.106,0.072,0.044,0.024,0.014,35.14794282,6.336292746,NA,NA,0.44,0.446,0.46,0.468,0.462,0.502,0.516,0.532
2010-10-01,8.356164775,-2.19645541,-3.765609958,1.37,0.970116348,0.422,0.201,0.238,1,0.712,-27.16138631,16.61578264,2.482971271,-0.873204952,-2.222199875,1.37,0.811695496,0.148,0.06,0.071,1,0.915,-32.71950618,-18.99905642,3.415784122,-2.061056867,-8.728654685,1.37,0.913158292,0.046,0.608,0.184,1,0.366,-39.07382173,46.67483723,2.16552252,475.8952804,-494.5288544,1.37,0.996370883,0.081,0.98,0.02,1,0.478,-16.56099016,31.45882827,183.5026892,-120.3965719,-155.7807739,1.37,0.998415267,0.426,0.299,0.7,1,0.866,NA,NA,NA,NA,0.074,0.05,0.052,0.056,0.054,0.034,0.016,0.004,0.004,0.004,0.002,NA,NA,NA,NA,0.074,0.05,0.052,0.056,0.054,0.034,0.016,0.004,0.004,0.004,0.002,35.09242752,4.852953608,NA,NA,0.538,0.54,0.528,0.496,0.468,0.384,0.364,0.354
2010-11-01,8.520264697,-2.349338651,-5.871027711,1.37,0.971236742,0.461,0.133,0.11,1,0.718,-26.45328095,12.05150784,2.708199937,-0.983075615,-2.502418305,1.37,0.815508456,0.567,0.027,0.035,1,0.932,-31.88877702,-16.30853088,3.626213836,-2.082318981,-9.917830785,1.37,0.891461345,0.111,0.608,0.002,1,0.316,-37.75797607,47.88064595,1.936092438,467.2207573,-486.1402393,1.37,0.996576548,0.002,0.956,0.042,1,0.488,-20.86861304,41.096721,168.9069932,-102.7419337,-262.7408361,1.37,0.9981348,0.331,0.475,0.225,1,0.819,NA,NA,NA,NA,0.206,0.288,0.276,0.252,0.222,0.194,0.174,0.134,0.09,0.076,0.078,NA,NA,NA,NA,0.206,0.288,0.276,0.252,0.222,0.194,0.174,0.134,0.09,0.076,0.078,40.84508191,2.289619631,NA,NA,0.822,0.758,0.696,0.664,0.66,0.658,0.66,0.658
2010-12-01,9.154689982,-3.378464433,-6.57710345,1.37,0.974051232,0.682,0.002,0.1,1,0.733,-23.51534303,-15.94289769,2.658445372,-1.139083143,-2.734346778,1.37,0.882465217,0.429,0.012,0.024,1,0.946,-26.77962172,-16.24193087,3.836477745,-2.327038453,-9.819077198,1.37,0.919075411,0.177,0.533,0.02,1,0.377,-30.47480187,39.0962448,2.139412473,436.3924856,-454.833462,1.37,0.996693447,0.075,0.927,0.071,1,0.494,-21.00980795,38.13375703,190.7961899,-136.3527826,-187.4507286,1.37,0.999851074,0.477,0.205,0.508,1,0.994,NA,NA,NA,NA,0.226,0.262,0.264,0.246,0.244,0.22,0.184,0.136,0.106,0.112,0.088,NA,NA,NA,NA,0.226,0.262,0.264,0.246,0.244,0.22,0.184,0.136,0.106,0.112,0.088,43.19748802,4.20008695,NA,NA,0.82,0.822,0.812,0.804,0.812,0.824,0.828,0.83
2011-01-01,8.84059487,-3.067250626,-5.589758619,1.37,0.97573786,0.523,0.028,0.154,1,0.745,-18.01403573,-25.79957945,2.630675941,-1.122454146,-2.704601155,1.37,0.876886286,0.365,0.027,0.04,1,0.951,-25.90412393,-19.2063403,4.285259265,-2.969749025,-9.798425107,1.37,0.96068325,0.357,0.33,0.042,1,0.692,27.3412563,22.00293416,2.083729571,137.8632828,-152.0087389,1.37,0.996128096,0.044,0.486,0.515,1,0.441,-16.87521121,17.66424816,179.1161461,-106.7844081,-257.8338075,1.37,0.999431745,0.384,0.439,0.244,1,0.968,NA,NA,NA,NA,0.062,0.012,0.01,0.03,0.036,0.036,0.054,0.048,0.048,0.05,0.072,NA,NA,NA,NA,0.062,0.012,0.01,0.03,0.036,0.036,0.054,0.048,0.048,0.05,0.072,38.98878897,5.881577618,NA,NA,0.686,0.692,0.69,0.76,0.798,0.812,0.814,0.814
