Date,SA_NB_Level,SA_NB_Slope,SA_NB_Curvature,SA_NB_Lambda,SA_NB_R2,SA_NB_Level_QS,SA_NB_Slope_QS,SA_NB_Curvature_QS,SA_NB_Lambda_QS,SA_NB_R2_QS,SA_NB_Level_TS,SA_NB_Slope_TS,SA_RB_Level,SA_RB_Slope,SA_RB_Curvature,SA_RB_Lambda,SA_RB_R2,SA_RB_Level_QS,SA_RB_Slope_QS,SA_RB_Curvature_QS,SA_RB_Lambda_QS,SA_RB_R2_QS,SA_RB_Level_TS,SA_RB_Slope_TS,US_NB_Level,US_NB_Slope,US_NB_Curvature,US_NB_Lambda,US_NB_R2,US_NB_Level_QS,US_NB_Slope_QS,US_NB_Curvature_QS,US_NB_Lambda_QS,US_NB_R2_QS,US_NB_Level_TS,US_NB_Slope_TS,US_RB_Level,US_RB_Slope,US_RB_Curvature,US_RB_Lambda,US_RB_R2,US_RB_Level_QS,US_RB_Slope_QS,US_RB_Curvature_QS,US_RB_Lambda_QS,US_RB_R2_QS,US_RB_Level_TS,US_RB_Slope_TS,SA_CDS_Level,SA_CDS_Slope,SA_CDS_Curvature,SA_CDS_Lambda,SA_CDS_R2,SA_CDS_Level_QS,SA_CDS_Slope_QS,SA_CDS_Curvature_QS,SA_CDS_Lambda_QS,SA_CDS_R2_QS,USDZAR_Vol_Level,USDZAR_Vol_Slope,USDZAR_Vol_QS_Level,USDZAR_Vol_QS_Slope,USDZARVON.Curncy_QS,USDZARV1W.Curncy_QS,USDZARV2W.Curncy_QS,USDZARV3W.Curncy_QS,USDZARV1M.Curncy_QS,USDZARV2M.Curncy_QS,USDZARV3M.Curncy_QS,USDZARV6M.Curncy_QS,USDZARV9M.Curncy_QS,USDZARV1Y.Curncy_QS,USDZARV18M.Curncy_QS,USDZAR_Vol_Level.1,USDZAR_Vol_Slope.1,USDZAR_Vol_QS_Level.1,USDZAR_Vol_QS_Slope.1,USDZARVON.Curncy_QS.1,USDZARV1W.Curncy_QS.1,USDZARV2W.Curncy_QS.1,USDZARV3W.Curncy_QS.1,USDZARV1M.Curncy_QS.1,USDZARV2M.Curncy_QS.1,USDZARV3M.Curncy_QS.1,USDZARV6M.Curncy_QS.1,USDZARV9M.Curncy_QS.1,USDZARV1Y.Curncy_QS.1,USDZARV18M.Curncy_QS.1,USDEUR_Vol_Level,USDEUR_Vol_Slope,USDZAR_Vol_QS_Level.2,USDZAR_Vol_QS_Slope.2,EURUSDV1W.Curncy_QS,EURUSDV2W.Curncy_QS,EURUSDV1M.Curncy_QS,EURUSDV2M.Curncy_QS,EURUSDV3M.Curncy_QS,EURUSDV6M.Curncy_QS,EURUSDV9M.Curncy_QS,EURUSDV1Y.Curncy_QS
2011-02-01,9.450056996,-3.874899719,-5.471059905,1.37,0.987343208,0.88,0.002,0.171,1,0.868,20.45423041,-32.41205812,2.663863844,-1.019743508,-2.484447284,1.37,0.86794063,0.43,0.078,0.099,1,0.943,-22.05053582,-17.43767525,4.466262085,-2.973518245,-10.70620078,1.37,0.952042762,0.547,0.337,0.001,1,0.589,29.92723917,-21.969983,2.429284913,154.5267198,-172.4969778,1.37,0.998728412,0.454,0.505,0.485,1,0.683,-11.05484726,-20.63528945,194.3022373,-117.8544227,-268.3726506,1.37,0.999555694,0.51,0.343,0.235,1,0.97,NA,NA,NA,NA,0.148,0.218,0.166,0.184,0.19,0.172,0.16,0.114,0.08,0.058,0.042,NA,NA,NA,NA,0.148,0.218,0.166,0.184,0.19,0.172,0.16,0.114,0.08,0.058,0.042,34.90905238,5.143568566,NA,NA,0.566,0.532,0.49,0.518,0.49,0.428,0.42,0.436
2011-03-01,9.571277217,-3.90905245,-5.962664492,1.37,0.988878905,0.922,0.002,0.135,1,0.886,28.03789825,-41.67452156,2.659787463,-1.090647,-2.611490496,1.37,0.884863842,0.397,0.068,0.079,1,0.985,-15.95383305,-17.09808808,4.438852447,-3.135326924,-9.920028712,1.37,0.968319042,0.52,0.294,0.057,1,0.726,32.23992963,-28.72072747,2.219913281,44.85880229,-60.64945111,1.37,0.998557147,0.166,0.323,0.654,1,0.65,11.78577627,-26.91948033,195.2841008,-103.3188163,-315.3625176,1.37,0.999643736,0.505,0.511,0.126,1,0.971,NA,NA,NA,NA,0.172,0.162,0.162,0.16,0.176,0.142,0.124,0.11,0.04,0.02,0.026,NA,NA,NA,NA,0.172,0.162,0.162,0.16,0.176,0.142,0.124,0.11,0.04,0.02,0.026,31.16706821,5.404046084,NA,NA,0.298,0.222,0.246,0.106,0.1,0.126,0.152,0.178
2011-04-01,9.641062973,-4.022257186,-5.956222379,1.37,0.990493267,0.943,0.01,0.153,1,0.913,37.80700922,-50.3852704,2.725222952,-1.236288034,-2.869277891,1.37,0.910767596,0.571,0.001,0.008,1,1,-10.81537332,-19.80612569,4.472747282,-3.347760043,-9.386971662,1.37,0.971683852,0.572,0.232,0.147,1,0.747,26.75006648,-24.04841264,2.067198519,-6.878283692,-7.128981806,1.37,0.996309752,0.04,0.229,0.766,1,0.396,5.218700004,-30.54644049,180.4966028,-102.4281353,-325.4318353,1.37,0.99936489,0.337,0.533,0.115,1,0.933,NA,NA,NA,NA,0.424,0.078,0.072,0.078,0.058,0.04,0.024,0.116,0.136,0.116,0.188,NA,NA,NA,NA,0.424,0.078,0.072,0.078,0.058,0.04,0.024,0.116,0.136,0.116,0.188,30.27083669,5.64651469,NA,NA,0.328,0.144,0.012,0.04,0.066,0.098,0.16,0.206
2011-05-01,9.317010844,-3.749691166,-5.395917653,1.37,0.993786711,0.74,0.049,0.22,1,0.977,31.38279971,-40.61100969,2.714590667,-1.22907359,-2.899691429,1.37,0.896570725,0.534,0.018,0.021,1,0.974,12.50568651,-23.63621728,4.308933498,-3.083745239,-9.874045827,1.37,0.959409279,0.38,0.346,0.08,1,0.619,24.61513464,-25.37458465,2.128855586,98.28188318,-117.0187088,1.37,0.999901181,0.097,0.407,0.587,1,0.924,-19.25776612,-29.83661916,184.5436092,-98.03663622,-356.9860835,1.37,0.999208608,0.383,0.587,0.071,1,0.887,NA,NA,NA,NA,0.252,0.076,0.068,0.076,0.044,0.07,0.082,0.176,0.222,0.26,0.304,NA,NA,NA,NA,0.252,0.076,0.068,0.076,0.044,0.07,0.082,0.176,0.222,0.26,0.304,32.21675102,6.00104388,NA,NA,0.436,0.36,0.23,0.254,0.318,0.402,0.44,0.46
2011-06-01,9.16428278,-3.62005752,-5.015996499,1.37,0.994325686,0.6,0.083,0.271,1,0.978,23.72297666,-32.50000015,2.535096499,-1.077476316,-2.528355882,1.37,0.900621429,0.189,0.137,0.162,1,0.976,7.187529441,-19.31998341,4.039714357,-2.684600071,-10.00290361,1.37,0.94365489,0.226,0.505,0.058,1,0.422,17.08415926,-18.77449065,2.16240319,151.220234,-169.4659494,1.37,0.999185352,0.155,0.496,0.499,1,0.739,-10.01137944,-20.50819527,192.5586239,-73.25112036,-408.9194935,1.37,0.997383162,0.473,0.795,0.026,1,0.577,NA,NA,NA,NA,0.616,0.468,0.458,0.43,0.458,0.432,0.43,0.376,0.36,0.36,0.364,NA,NA,NA,NA,0.616,0.468,0.458,0.43,0.458,0.432,0.43,0.376,0.36,0.36,0.364,34.87943994,5.780430517,NA,NA,0.576,0.626,0.71,0.676,0.642,0.618,0.662,0.688
2011-07-01,9.280662694,-3.716507139,-5.153859271,1.37,0.991731128,0.683,0.068,0.26,1,0.894,19.07661608,-27.51222427,2.630419781,-1.243477413,-2.86564067,1.37,0.914669728,0.309,0.013,0.029,1,0.99,-10.32052136,-17.39653473,4.216213918,-2.844036053,-10.40432847,1.37,0.944941378,0.339,0.461,0.012,1,0.43,-21.60801185,22.42487052,2.095484291,193.8199015,-211.5646358,1.37,0.997565972,0.084,0.541,0.454,1,0.492,5.651415242,13.48733089,198.4244113,-69.90790336,-422.6989553,1.37,0.995778621,0.52,0.814,0.029,1,0.42,NA,NA,NA,NA,0.59,0.376,0.376,0.428,0.444,0.464,0.478,0.47,0.44,0.424,0.404,NA,NA,NA,NA,0.59,0.376,0.376,0.428,0.444,0.464,0.478,0.47,0.44,0.424,0.404,34.55451013,4.994606852,NA,NA,0.634,0.666,0.624,0.604,0.556,0.524,0.522,0.5
2011-08-01,9.125994594,-3.501724648,-5.135444339,1.37,0.983762932,0.552,0.125,0.269,1,0.712,17.62943625,-25.07708611,2.604522691,-1.396326943,-3.196664047,1.37,0.917736364,0.255,0.002,0.002,1,0.996,-8.831854348,-21.12632091,3.820389061,-2.283699165,-10.23267562,1.37,0.911244429,0.172,0.71,0.049,1,0.187,-23.22547501,20.43185064,1.853183345,283.605235,-303.448293,1.37,0.999483684,0.003,0.735,0.257,1,0.773,-6.31021,14.21687383,199.2746087,-48.70237646,-442.7028538,1.37,0.996826408,0.51,0.864,0.025,1,0.493,NA,NA,NA,NA,0.08,0.6,0.546,0.558,0.548,0.548,0.548,0.532,0.502,0.474,0.478,NA,NA,NA,NA,0.08,0.6,0.546,0.558,0.548,0.548,0.548,0.532,0.502,0.474,0.478,36.94081066,3.288564343,NA,NA,0.918,0.854,0.704,0.696,0.678,0.64,0.598,0.582
2011-09-01,8.428691889,-2.688816166,-4.851663461,1.37,0.914383904,0.236,0.233,0.333,1,0.095,-18.04843424,16.51834155,2.329698991,-1.559155598,-3.540927974,1.37,0.922342648,0.026,0.013,0.013,1,0.997,-14.79824004,-27.61253708,3.190784734,-1.849291609,-9.135457667,1.37,0.882609099,0.038,0.859,0.285,1,0.114,-24.06495642,29.53958192,1.484313729,327.9604114,-345.8634922,1.37,0.999995238,0.017,0.807,0.189,1,0.986,-20.00684506,18.54907965,221.6905364,-98.63653194,-362.4480287,1.37,0.995529869,0.623,0.584,0.147,1,0.384,NA,NA,NA,NA,0.738,0.666,0.672,0.664,0.688,0.694,0.696,0.692,0.674,0.67,0.68,NA,NA,NA,NA,0.738,0.666,0.672,0.664,0.688,0.694,0.696,0.692,0.674,0.67,0.68,34.71377393,5.932225397,NA,NA,0.468,0.518,0.578,0.574,0.612,0.62,0.628,0.646
2011-10-01,9.093085821,-3.3831667,-5.559909445,1.37,0.959163739,0.528,0.138,0.196,1,0.385,-17.35952901,17.15374191,2.525599004,-1.879007657,-4.3171767,1.37,0.911823277,0.217,0.006,0.006,1,0.944,-17.58030392,-41.59919033,2.666664412,-1.684175662,-7.015328515,1.37,0.910610912,0.005,0.889,0.65,1,0.18,-30.25160999,40.67620899,1.229054548,273.0609486,-287.2731805,1.37,0.999149847,0.009,0.666,0.337,1,0.689,-25.58202323,22.81652696,275.3474805,-72.12795128,-384.8000123,1.37,0.998465811,0.834,0.829,0.127,1,0.735,NA,NA,NA,NA,0.85,0.992,0.992,0.992,0.992,0.992,0.992,0.998,0.998,0.998,0.996,NA,NA,NA,NA,0.85,0.992,0.992,0.992,0.992,0.992,0.992,0.998,0.998,0.998,0.996,46.0182806,4.30110988,NA,NA,0.958,0.96,0.966,0.978,0.982,0.988,0.988,0.988
2011-11-01,8.654195035,-2.886955691,-5.294217522,1.37,0.907066857,0.28,0.229,0.26,1,0.069,-16.36214703,18.10243671,2.646591656,-2.169983926,-5.01033338,1.37,0.904835735,0.418,0.007,0.003,1,0.893,-11.86839775,-59.43188139,2.925968189,-1.826460777,-7.842300101,1.37,0.910458747,0.035,0.88,0.589,1,0.162,-35.45179864,37.56596946,1.21364669,208.9582062,-225.0283845,1.37,0.998143956,0.011,0.495,0.5,1,0.504,-23.07928546,19.04640376,220.9135577,-132.6010681,-239.8764756,1.37,0.999525257,0.587,0.238,0.467,1,0.946,NA,NA,NA,NA,0.958,0.946,0.944,0.944,0.944,0.948,0.95,0.954,0.952,0.952,0.946,NA,NA,NA,NA,0.958,0.946,0.944,0.944,0.944,0.948,0.95,0.954,0.952,0.952,0.946,39.86985181,3.201175419,NA,NA,0.876,0.85,0.856,0.834,0.804,0.75,0.74,0.746
2011-12-01,8.80811532,-3.065124489,-5.351523833,1.37,0.92347106,0.342,0.205,0.261,1,0.141,-15.90202866,17.94286025,2.480469986,-2.294307201,-5.159453525,1.37,0.9207128,0.146,0.001,0.001,1,0.977,-12.2293754,-67.90106822,2.817251729,-1.768316209,-7.503561177,1.37,0.910654105,0.036,0.893,0.648,1,0.163,-42.48740746,41.49451096,1.13446151,226.757404,-241.7768463,1.37,0.999897019,0.02,0.518,0.481,1,0.898,-28.76293232,16.34593489,255.4078708,-131.1064786,-274.0774996,1.37,0.997799477,0.738,0.261,0.397,1,0.594,NA,NA,NA,NA,0.922,0.904,0.91,0.908,0.91,0.918,0.926,0.95,0.956,0.962,0.962,NA,NA,NA,NA,0.922,0.904,0.91,0.908,0.91,0.918,0.926,0.95,0.956,0.962,0.962,43.64847618,5.806326538,NA,NA,0.834,0.874,0.874,0.908,0.934,0.966,0.968,0.97
2012-01-01,8.856657678,-3.095724425,-5.7954104,1.37,0.935077326,0.353,0.212,0.19,1,0.201,-14.35684099,16.75296592,2.24392465,-2.069920212,-4.781227852,1.37,0.894134084,0.02,0.046,0.049,1,0.812,-15.85198284,-48.25362945,2.597626762,-1.592304676,-7.01700569,1.37,0.894176377,0.007,0.956,0.7,1,0.075,-47.36556434,42.75458219,1.049022442,308.462475,-323.2043059,1.37,0.996830177,0.009,0.741,0.259,1,0.336,-33.65828162,17.36143351,264.5088079,-126.1657568,-297.9073875,1.37,0.99869416,0.791,0.286,0.328,1,0.743,NA,NA,NA,NA,0.852,0.792,0.822,0.854,0.854,0.868,0.868,0.866,0.872,0.872,0.874,NA,NA,NA,NA,0.852,0.792,0.822,0.854,0.854,0.868,0.868,0.866,0.872,0.872,0.874,38.73529793,7.877917104,NA,NA,0.318,0.522,0.66,0.784,0.828,0.89,0.892,0.916
2012-02-01,8.404434193,-2.633446139,-4.417487777,1.37,0.867264514,0.129,0.332,0.486,1,0.04,-15.15192171,18.27694716,2.24155979,-2.087325935,-4.676862828,1.37,0.915186513,0.018,0.059,0.074,1,0.924,-27.13369264,-39.66397502,2.57527402,-1.446280148,-7.32181287,1.37,0.866182075,0.007,0.981,0.686,1,0.001,-48.02802637,43.63686692,0.990351776,310.3799176,-327.5696781,1.37,0.999699441,0.003,0.739,0.259,1,0.793,-35.86386984,18.05307781,253.7319821,-126.5291416,-321.0945149,1.37,0.999633351,0.73,0.282,0.233,1,0.96,NA,NA,NA,NA,0.804,0.604,0.628,0.652,0.652,0.652,0.646,0.664,0.68,0.706,0.73,NA,NA,NA,NA,0.804,0.604,0.628,0.652,0.652,0.652,0.646,0.664,0.68,0.706,0.73,34.55779414,4.694749434,NA,NA,0.424,0.416,0.364,0.372,0.364,0.34,0.328,0.334
2012-03-01,8.604008788,-2.76443883,-4.807165577,1.37,0.866275125,0.207,0.324,0.427,1,0.044,-15.77551882,19.5611258,1.915831837,-0.88330603,-2.509716559,1.37,0.623773446,0.006,0.393,0.346,1,0.372,-32.55537136,12.26385875,2.73557087,-1.606374521,-7.347909623,1.37,0.88223379,0.054,0.971,0.685,1,0.045,-40.38098792,39.08059692,0.942257527,226.6442207,-242.531423,1.37,0.994981165,0.004,0.458,0.538,1,0.242,-32.58695943,16.16215277,224.0386924,-154.0920196,-289.4931674,1.37,0.999325699,0.564,0.13,0.338,1,0.873,-50.60019577,15.35722831,NA,NA,0.704,0.51,0.55,0.594,0.602,0.602,0.602,0.606,0.618,0.636,0.642,-50.60019577,15.35722831,NA,NA,0.704,0.51,0.55,0.594,0.602,0.602,0.602,0.606,0.618,0.636,0.642,31.3422209,4.626092985,NA,NA,0.188,0.178,0.13,0.106,0.078,0.088,0.084,0.076
2012-04-01,8.742255978,-2.830947424,-5.203219988,1.37,0.874366556,0.281,0.31,0.321,1,0.059,-11.43969986,15.98197664,1.840375147,-0.92687616,-2.636188958,1.37,0.627268068,0.001,0.355,0.291,1,0.366,-41.13627266,17.89586351,3.033237142,-1.840941544,-7.965278321,1.37,0.899261529,0.149,0.871,0.552,1,0.115,-27.28306751,27.11741761,1.21760998,283.539731,-300.7817446,1.37,0.997246352,0.106,0.647,0.348,1,0.37,-27.60443916,11.34953174,234.4445323,-120.7133001,-394.0358751,1.37,0.999727135,0.607,0.339,0.123,1,0.962,-46.2164976,19.86691476,NA,NA,0.058,0.362,0.348,0.482,0.438,0.51,0.552,0.564,0.58,0.608,0.628,-46.2164976,19.86691476,NA,NA,0.058,0.362,0.348,0.482,0.438,0.51,0.552,0.564,0.58,0.608,0.628,27.48818736,5.657518481,NA,NA,0.014,0.006,0.002,0.002,0.008,0.006,0.006,0.006
2012-05-01,8.503009231,-2.550410614,-5.115692569,1.37,0.817879952,0.159,0.415,0.358,1,0.017,-8.989557039,14.34555492,1.780271377,-0.935002668,-2.658085791,1.37,0.630905589,0.006,0.359,0.282,1,0.378,-49.08131124,19.94332977,2.725964728,-1.517494176,-7.542531864,1.37,0.86616699,0.053,0.992,0.675,1,0.003,-20.90358628,21.98508012,1.195550685,438.2880935,-458.3099848,1.37,0.998880012,0.113,0.923,0.074,1,0.608,-24.1061966,8.009833905,232.6353671,-92.21908507,-440.1269877,1.37,0.999612665,0.598,0.697,0.049,1,0.908,-43.80832939,16.79515001,NA,NA,0.144,0.096,0.104,0.082,0.1,0.114,0.192,0.502,0.534,0.538,0.538,-43.80832939,16.79515001,NA,NA,0.144,0.096,0.104,0.082,0.1,0.114,0.192,0.502,0.534,0.538,0.538,26.57643106,5.946045449,NA,NA,0.01,0.008,0.006,0.004,0.004,0.002,0.002,0.002
2012-06-01,8.74323408,-2.688805186,-6.140288785,1.37,0.817408257,0.306,0.379,0.13,1,0.034,-6.845638805,13.2137434,1.95854586,-0.999756432,-2.82907667,1.37,0.642058941,0.075,0.341,0.2,1,0.386,-35.09478977,20.52835436,2.258144389,-1.278456389,-6.148575104,1.37,0.844504818,0.001,1,0.868,1,0.001,-18.13663152,19.54260767,0.648101163,417.8771101,-432.6463992,1.37,0.990358478,0.001,0.88,0.122,1,0.151,-18.66277458,12.78884727,283.922153,-90.7193855,-504.4178914,1.37,0.999876885,0.858,0.719,0.016,1,0.983,-62.40056975,20.7030548,NA,NA,0.77,0.808,0.838,0.844,0.85,0.842,0.84,0.84,0.836,0.836,0.838,-62.40056975,20.7030548,NA,NA,0.77,0.808,0.838,0.844,0.85,0.842,0.84,0.84,0.836,0.836,0.838,35.95593607,5.688930783,NA,NA,0.506,0.484,0.628,0.588,0.578,0.628,0.65,0.676
2012-07-01,8.223998021,-2.078161675,-6.297991305,1.37,0.761427995,0.065,0.674,0.14,1,0.022,-8.871775057,17.40932877,1.963949211,-1.062443881,-2.992337611,1.37,0.649487611,0.096,0.313,0.14,1,0.384,-29.44848881,-26.8548611,2.354529204,-1.356252328,-6.229815026,1.37,0.84864781,0.021,0.979,0.872,1,0.007,-29.07055946,22.92288242,0.637177167,388.900777,-403.0384458,1.37,0.991012982,0.017,0.838,0.167,1,0.155,-18.57044494,12.80970066,254.0373441,-87.8139523,-521.2140068,1.37,0.998060101,0.728,0.753,0.016,1,0.508,-49.21483049,21.67199742,NA,NA,0.05,0.516,0.648,0.672,0.68,0.7,0.712,0.716,0.71,0.682,0.672,-49.21483049,21.67199742,NA,NA,0.05,0.516,0.648,0.672,0.68,0.7,0.712,0.716,0.71,0.682,0.672,29.91234066,4.159679991,NA,NA,0.326,0.198,0.104,0.078,0.052,0.03,0.038,0.054
2012-08-01,7.579159888,-2.101046697,-5.253544939,1.37,0.779733654,0.02,0.666,0.368,1,0.049,-14.54875426,22.15922057,1.601913038,-0.845667145,-2.419898401,1.37,0.618481633,0.003,0.53,0.485,1,0.262,-28.68428422,20.33528172,2.175152083,-1.141540026,-6.169332648,1.37,0.840146923,0.01,0.995,0.883,1,0.018,-32.271978,29.52914182,0.399725526,394.2688143,-408.3960325,1.37,0.99266701,0.006,0.844,0.159,1,0.18,-19.31410408,13.53959121,223.2832958,-68.90367531,-555.456591,1.37,0.998359806,0.543,0.863,0.024,1,0.546,-52.10343512,15.40272028,NA,NA,0.686,0.706,0.686,0.668,0.644,0.658,0.66,0.634,0.61,0.624,0.65,-52.10343512,15.40272028,NA,NA,0.686,0.706,0.686,0.668,0.644,0.658,0.66,0.634,0.61,0.624,0.65,31.73269986,3.426295353,NA,NA,0.592,0.376,0.24,0.186,0.152,0.106,0.112,0.128
2012-09-01,7.755470243,-2.313585085,-5.678246251,1.37,0.789135584,0.04,0.558,0.252,1,0.062,-19.6742664,22.49596223,1.570554869,-0.779087814,-2.238735397,1.37,0.606569308,0.006,0.624,0.541,1,0.22,-35.1061196,22.23071823,2.260691259,-1.194223329,-6.459065597,1.37,0.835017537,0.025,0.985,0.863,1,0.009,-15.73889183,20.62963342,0.57894991,428.2594628,-444.7726522,1.37,0.995649114,0.035,0.891,0.11,1,0.273,-19.57283696,15.54894999,253.4384638,-56.51326039,-627.0717255,1.37,0.995129565,0.758,0.886,0.028,1,0.28,-48.53013759,20.62070571,NA,NA,0.07,0.384,0.534,0.66,0.678,0.678,0.666,0.648,0.624,0.66,0.686,-48.53013759,20.62070571,NA,NA,0.07,0.384,0.534,0.66,0.678,0.678,0.666,0.648,0.624,0.66,0.686,29.78394454,3.542204586,NA,NA,0.412,0.322,0.152,0.116,0.094,0.05,0.044,0.06
2012-10-01,7.677630466,-2.279179323,-5.595190872,1.37,0.745363677,0.042,0.59,0.276,1,0.03,-23.32966664,23.23321442,1.37721419,-0.784996275,-2.245299632,1.37,0.616927908,0.001,0.617,0.546,1,0.238,-40.12061711,24.76736775,2.377827209,-1.248142246,-6.822132442,1.37,0.832474752,0.061,0.975,0.806,1,0.004,-15.48596427,21.84607665,0.641062647,524.0725982,-542.612862,1.37,0.995789829,0.061,0.985,0.014,1,0.268,-19.32473321,19.66680535,247.5940234,-52.88803586,-617.4391682,1.37,0.99534689,0.743,0.895,0.039,1,0.278,-45.74690971,19.77836727,NA,NA,0.028,0.336,0.356,0.414,0.44,0.448,0.408,0.432,0.434,0.438,0.432,-45.74690971,19.77836727,NA,NA,0.028,0.336,0.356,0.414,0.44,0.448,0.408,0.432,0.434,0.438,0.432,25.88908706,2.807679416,NA,NA,0.302,0.104,0.02,0.01,0.004,0.024,0.022,0.022
2012-11-01,8.055924235,-2.59322393,-6.382759398,1.37,0.746091647,0.102,0.42,0.147,1,0.04,-22.85092547,17.37869144,1.271794037,-0.844478002,-2.418672842,1.37,0.612473755,0.002,0.549,0.5,1,0.203,-40.6732513,20.24945027,2.439823297,-1.345854428,-6.690734135,1.37,0.85125617,0.083,0.921,0.855,1,0.068,-13.05057842,18.44389315,0.504103854,474.1874508,-490.7912166,1.37,0.99184037,0.022,0.928,0.076,1,0.114,-19.03885413,19.81946532,256.9006001,-59.26236628,-645.1968372,1.37,0.991363331,0.81,0.869,0.026,1,0.205,-46.79577978,15.94571042,NA,NA,0.426,0.152,0.242,0.24,0.252,0.252,0.264,0.38,0.4,0.416,0.44,-46.79577978,15.94571042,NA,NA,0.426,0.152,0.242,0.24,0.252,0.252,0.264,0.38,0.4,0.416,0.44,23.3569244,3.506942488,NA,NA,0.062,0.01,0.002,0.002,0.002,0.002,0.002,0.002
2012-12-01,7.878855913,-2.511360217,-5.495499979,1.37,0.788747274,0.078,0.48,0.356,1,0.112,-22.65403956,13.76519778,1.196327617,-1.042016841,-2.975301895,1.37,0.620391305,0.001,0.338,0.153,1,0.24,-43.23016473,14.38084326,2.343751023,-1.27855884,-6.583855827,1.37,0.82958109,0.056,0.953,0.872,1,0.003,-13.14722153,17.18596751,0.59028521,530.0785654,-547.6805651,1.37,0.986981258,0.067,0.988,0.013,1,0.061,-20.4268534,17.91394469,255.6762662,-63.48465276,-645.8539786,1.37,0.994136324,0.803,0.847,0.04,1,0.232,-40.07031053,17.01940846,NA,NA,0.052,0.012,0.02,0.002,0.002,0.002,0.002,0.002,0.174,0.242,0.28,-40.07031053,17.01940846,NA,NA,0.052,0.012,0.02,0.002,0.002,0.002,0.002,0.002,0.174,0.242,0.28,22.32369257,3.193243428,NA,NA,0.108,0.032,0.018,0.026,0.026,0.024,0.018,0.012
2013-01-01,7.475066803,-2.030760217,-4.754956597,1.37,0.72019095,0.016,0.789,0.62,1,0.019,-23.1139207,12.18336424,1.068293268,-0.967819551,-2.728538417,1.37,0.649929404,0.014,0.394,0.294,1,0.387,-53.94120263,-13.78796958,2.528132621,-1.449845984,-7.006413095,1.37,0.855311042,0.141,0.853,0.776,1,0.109,-11.82789374,13.28477701,0.808482183,554.1060872,-573.1864006,1.37,0.991193718,0.147,0.992,0.007,1,0.104,-18.83789717,18.77000464,252.1442465,-9.236045267,-707.2096357,1.37,0.992951343,0.784,0.993,0.003,1,0.186,-39.14668709,18.03777546,NA,NA,0.034,0.016,0.02,0.03,0.038,0.042,0.042,0.072,0.194,0.29,0.312,-39.14668709,18.03777546,NA,NA,0.034,0.016,0.02,0.03,0.038,0.042,0.042,0.072,0.194,0.29,0.312,23.91586527,2.97818022,NA,NA,0.176,0.144,0.1,0.096,0.092,0.082,0.066,0.058
2013-02-01,7.594505604,-2.166020479,-4.945537647,1.37,0.733786379,0.049,0.73,0.533,1,0.047,-24.28365276,13.26396384,1.118786887,-1.027427226,-2.937338223,1.37,0.614355026,0.034,0.349,0.171,1,0.16,-54.99740825,-15.3554386,2.802522692,-1.630773997,-7.671140481,1.37,0.881259685,0.278,0.762,0.643,1,0.244,12.9044658,-11.48118113,0.884989088,397.9686815,-416.9925043,1.37,0.99547688,0.164,0.752,0.243,1,0.257,-12.27827621,16.46992669,283.7632249,-79.76731432,-660.3433701,1.37,0.99514251,0.984,0.752,0.061,1,0.26,-44.08549356,11.94969329,NA,NA,0.506,0.162,0.164,0.148,0.13,0.092,0.066,0.02,0.034,0.096,0.168,-44.08549356,11.94969329,NA,NA,0.506,0.162,0.164,0.148,0.13,0.092,0.066,0.02,0.034,0.096,0.168,22.32723462,2.773568623,NA,NA,0.164,0.076,0.08,0.066,0.07,0.04,0.032,0.022
2013-03-01,7.574131103,-2.163542499,-4.827199792,1.37,0.705396721,0.058,0.736,0.562,1,0.023,-24.7199,13.21015081,1.072734034,-1.116482531,-3.149927362,1.37,0.647169792,0.03,0.281,0.138,1,0.359,-45.10929651,-22.49756772,2.686643375,-1.459406727,-7.598552778,1.37,0.859212318,0.206,0.846,0.679,1,0.13,19.91830789,-14.97968427,0.681623398,306.1217964,-322.7822888,1.37,0.986076984,0.13,0.544,0.454,1,0.026,9.994723274,-10.52009495,283.3367663,-51.43432384,-689.2136389,1.37,0.99353676,0.984,0.891,0.04,1,0.178,-39.67988507,12.36880313,NA,NA,0.314,0.052,0.056,0.046,0.034,0.012,0.002,0.002,0.012,0.004,0.004,-39.67988507,12.36880313,NA,NA,0.314,0.052,0.056,0.046,0.034,0.012,0.002,0.002,0.012,0.004,0.004,25.91840595,1.640069584,NA,NA,0.488,0.414,0.244,0.23,0.228,0.182,0.154,0.132
2013-04-01,7.596205339,-2.192009737,-4.343863563,1.37,0.735114908,0.072,0.731,0.704,1,0.079,-20.33742679,-9.650448061,0.903330264,-1.170576829,-3.318381006,1.37,0.634989324,0.001,0.199,0.12,1,0.289,-49.79464914,-29.71683559,2.679252979,-1.504667585,-7.544091542,1.37,0.85961311,0.209,0.817,0.717,1,0.134,21.44497777,-17.70422085,0.781219882,361.1653682,-379.3337865,1.37,0.990147861,0.162,0.677,0.323,1,0.069,11.68903135,-13.41211003,263.0517422,-112.5690436,-462.8563312,1.37,0.989302124,0.882,0.323,0.232,1,0.087,-37.23754573,17.93465398,NA,NA,0.004,0.03,0.078,0.07,0.068,0.046,0.038,0.052,0.06,0.032,0.02,-37.23754573,17.93465398,NA,NA,0.004,0.03,0.078,0.07,0.068,0.046,0.038,0.052,0.06,0.032,0.02,25.4391723,2.33223184,NA,NA,0.432,0.364,0.228,0.22,0.238,0.23,0.202,0.182
